Title,Genre,Length (s),Note Count,Avg Notes/Min,BPM,Tempo Changes Count,Min Velocity,Max Velocity,Unique Pitches Count
Galimatias,Latin,171.365,240,84.0311615557436,203.74844903023552,1,12,127,27
Game Of Love (Album Version),Unknown,213.49351815000003,576,161.87845092195366,95.66683886697663,1,75,78,23
Games People Play (LP Version),Rock,216.0,1414,392.77777777777777,155.1724137931038,1,45,100,34
Games People Play,Rock,213.17576,831,233.8915081151816,85.0002833342778,1,42,100,15
Gang_Garrison_2_InGameMusic,Soundtracks,80.00520833333333,419,314.2295423475034,225.4493170381026,1,127,127,22
Garota De Ipanema,World,204.957057975,1341,392.5700378164789,167.3235231450677,1,11,127,44
Gaston - Sound-a-like Cover,Unknown,149.6828048625,1158,464.1815742551388,195.66529671239508,1,42,127,46
Gaudêncio Sete Luas,World,247.72702500000003,349,84.52852489549737,199.87401690871783,1,36,127,33
Gavotte - Suite Holberg,Children,195.44791666666663,1763,541.2183552736769,178.2099447513809,1,1,101,37
Gavotte Wim,Unknown,82.8,389,281.8840579710145,126.66666666666671,1,100,100,35
Gavotte,Classical,62.7,595,569.377990430622,198.72204472843472,1,59,98,34
Gavottte,Classical,96.0,326,203.75,116.0,1,127,127,34
Gazelle Prancing,Unknown,48.0,96,120.0,124.99999999999989,1,62,98,15
Ge mig vingar som bär mig (Tamo Amor Mio),Rock,229.99073463541663,434,113.2219523594237,130.93870140686744,1,2,126,20
Geen Hemelen Beloven,Rock,254.11752,420,99.1667162500248,137.97108347829524,1,42,118,14
Gefangen,Unknown,159.34552690833334,823,309.89260230948827,189.05703729600572,1,1,60,38
Gefundenes Herz,Unknown,255.3572252625,1069,251.17754132104895,157.96468075225192,1,36,127,27
Geh Nicht Zurück Aufs Meer,Folk,159.38532541249998,346,130.25038501048775,71.33341774454406,1,37,107,23
Gei Zi Ji De Qing Ge,Pop,279.5763171958333,879,188.6425879308564,107.69244230786056,1,44,127,25
General Bam Bam,Unknown,114.6,607,317.80104712041884,131.64556962025324,1,100,100,37
Generic Jingle (2001 Digital Remaster),Rock,240.53032708333333,809,201.80407430778155,130.63620227080068,1,10,127,31
Genesis Ch 1 V 32,Rock,296.25625,1472,298.12029282082653,196.32814315593805,1,1,127,54
Genie In A Bottle,Soul,209.81812586666663,983,281.10059489083454,176.00004693334554,1,100,100,28
Gensou_Suikoden_V_TheLightMoaningIntheDarkness,Soundtracks,193.846254,734,227.1903588087908,172.97693602156974,1,40,76,40
Gentle On My Mind,Unknown,189.55,649,205.4339224479029,192.8902627511601,1,13,127,25
Geode,Unknown,153.6285690833333,418,163.25088588435503,107.37221200239196,1,58,127,17
Georgia On My Mind,Country,291.71588478125005,1354,278.49014825133605,119.48405612129524,1,36,127,53
Georgy Girl  Downtown,Unknown,186.0677083333333,908,292.7966410076977,146.08695652173913,1,24,127,41
Georgy Porgy,Rock,249.65001848437495,1816,436.4509991286844,149.50427790899394,1,21,127,33
Geronimos Cadillac,World,203.80759671875003,414,121.87965708794776,123.2746893948662,1,1,1,14
Get Busy (Jorgensen Remix),Rock,182.12948430729168,456,150.22279398670997,35.349323154919205,1,67,109,15
Get Here,Rap,270.01953125,584,129.76839059674504,113.14671981974124,1,81,120,30
Get Innocuous (Soulwax Remix),Rock,231.39565317708335,1368,354.7171214023865,149.62996781721787,1,37,127,18
Get Up Stand Up,Unknown,262.15301600000004,1548,354.2968965880598,123.21324158088746,1,52,100,21
Get Up,Unknown,90.25,262,174.18282548476455,126.31578947368422,1,32,55,7
Gethsemane (I Only Want to Say) (Live-LP Version),Classical,302.208031125,1610,319.64736225042304,149.78876767494648,1,74,106,27
Getting Better all the Time,Rock,157.090752,752,287.22250944473166,151.47556131162688,1,53,127,19
Ghost In The Crowd (Album),Rock,289.09058490833337,527,109.37748114497144,233.36881431824568,1,27,127,25
Gigue in G Major,Classical,48.857094,454,557.54441719354,280.00028000028,1,127,127,51
Gigue,Classical,168.0,1106,395.0,238.2035928143713,1,127,127,40
Gimme Some Lovin (LP Version),Rock,162.664173,567,209.1425504004499,189.14899502774637,1,102,118,15
Gimme Some Lovin (Re-Recorded),Rock,183.62146765625,1134,370.5449088740256,151.48189787093892,1,1,116,25
Gimme Some Water,Rock,218.666776,1621,444.7863629726722,179.09538783924103,1,33,95,28
Ginem,Rock,226.16015625,905,240.09534172755065,172.6984126984127,1,66,127,46
Giorni Cantati,Pop,245.65367421875,682,166.57597379781708,108.79724821537796,1,1,127,32
Girl Dont Come (2004 Digital Remaster),Rock,122.36574452083336,1040,509.9466377976077,153.50264579899692,1,33,127,32
Girl Live LP Version,Rock,231.27292,2678,694.763571973753,207.40453483183236,1,90,90,39
Girl,Rock,58.0,291,301.0344827586207,174.06593406593404,1,100,100,24
Girls Of Summer (Benny Benassi Extended),Unknown,214.94,351,97.98083186005395,76.9230769230768,1,1,1,31
Girl_ Youll Be A Woman Soon,Rock,195.7174174,965,295.8346823147892,135.04585355352,1,36,113,26
Giselle - Pas de deux (1er Acte),Classical,71.625,327,273.9267015706806,149.3333333333334,1,127,127,20
Gitana (Remix),Rock,178.88374968750003,994,333.4008824400638,182.00018200018252,1,31,107,22
Giudizi Universali,Pop,238.6640625,1614,405.75861730334873,192.5348189415039,1,1,119,36
Giulia,Pop,236.29551016666665,2044,519.0111310769221,252.6327517819113,1,40,125,28
Give A Little Bit (LP Version),Unknown,176.751196875,138,46.84551022223452,139.5528552078049,1,61,127,14
Give A Little Bit,Rock,174.83018635416667,138,47.36024237385745,141.0862431693315,1,61,127,14
Give a Little Time to Your Love,Classical,148.8,1515,610.8870967741935,180.83333333333348,1,100,100,61
Give It All Away (Album),Rock,285.50666666666666,675,141.85307990473078,129.25170068027305,1,20,127,36
Give Me A Reason ( LP Version ),Rock,202.75416165833332,620,183.47342266979828,185.60013610676677,1,61,100,13
Give Me Back My Heart,Pop,137.43333333333334,326,142.32355081251515,149.99999999999997,1,15,120,21
Give Me Just A Little More Time,Pop,143.64745958333336,912,380.9325981727899,143.8883477665778,1,49,119,29
Give Me Peace On Earth,World,260.26222190833334,323,74.46336182754102,119.05290540062998,1,1,127,26
Give Me Your Eyes,Rock,291.066853,1265,260.76483535553945,175.89215279772785,1,1,124,22
Give Thanks,Religious,114.78485986666668,895,467.8317337528448,184.27637803027227,1,4,127,39
Gladiolus Rag  (LP Version),Blues,257.0466666666667,2892,675.0525196462379,194.6366782006896,1,1,94,66
Glastonbury,Rock,269.53650685,1232,274.2485641885138,106.10155153843029,1,56,103,23
Gli Aironi Neri (Live),Pop,219.55010927083333,182,49.738075905620576,152.00022800034213,1,35,127,22
Gli Angeli (Italian Mainstream Mix),Pop,247.7197618875,655,158.6470118514315,72.8638743101355,1,1,120,19
Gli Angeli,Pop,264.295480975,224,50.85217480987238,141.27088888294386,1,32,112,26
Gloomy Holiday,Pop,300.513671875,1565,312.4649850841333,194.72896585525243,1,26,122,62
Gloria (Live),Pop,302.61140895833336,1379,273.41996220437443,161.0009660057959,1,42,127,32
Gloria in D Major_ R 589 Et in terra pax,Classical,277.74912157291664,2172,469.200403810413,195.7808422821953,1,45,108,42
Gloria,Unknown,137.5,138,60.21818181818182,71.52317880794705,1,56,110,13
Glorious Day,Unknown,261.35,1123,257.8151903577578,183.2335329341328,1,2,103,51
Glory - High Key Track without BGVs,Rock,278.7839534869792,213,45.84194979714605,172.6265061458464,1,30,119,15
Gnosienne N 3,Classical,154.57291666666666,601,233.28795740952896,161.17523609653833,1,18,102,31
Go Gently,Ambient,287.23539465,1147,239.594427712706,133.57138182144493,1,2,127,34
Go Let It Out,Rock,136.79999999999998,1551,680.2631578947369,197.44847890088232,1,4,100,26
Go the Distance,Soundtracks,188.57124,883,280.95482640937183,155.2942729413317,1,100,100,40
Go Your Own Way (Live PBS Version),Rock,208.08442640625,2120,611.2903411217487,244.2687606353398,1,31,122,14
Gocce di memoria,Pop,243.28288879791663,744,183.4900934487024,207.88805260143343,1,65,115,38
God Bless the Child,Pop,310.8,327,63.12741312741312,236.49635036496664,1,10,102,23
God Bless The USA,Rock,189.655,621,196.46199678363345,82.10526315789511,1,31,89,26
God blessed Texas,Rock,197.53687446458332,766,232.66542069460672,173.33388222396044,1,94,104,15
God Gave Rock And Roll To You,Rock,238.36796020833336,587,147.75475684407314,148.64522074841094,1,90,90,24
God Is Dead,Rock,243.9958333333333,214,52.623849450981055,116.36363636363636,1,9,100,20
Goddess,Electronic,236.162109375,393,99.8466691477484,130.86995515695068,1,88,127,18
Goin Back (1973 B-Side) (2000 Digital Remaster),Unknown,208.10416666666663,1340,386.3449794774252,245.9597950335041,1,5,117,23
Goin Home,Unknown,197.604087625,1001,303.9410809860265,150.29625193796443,1,58,127,43
Goin Out Of My Head,Blues,199.2,1344,404.8192771084337,183.8440111420611,1,30,101,31
Going Back To Miami,Rock,164.14583333333331,1374,502.2363244066506,233.98444252376797,1,29,125,44
Going Gets Tuff,Soul,244.57273050000003,2034,498.9926708120879,152.13185278470334,1,43,117,37
Going Someplace To Forget (Album Version),Rock,240.07452785,991,247.67308940476585,88.00079787390072,1,55,127,35
Gold (12 Mix),Rock,228.3112186875,735,193.1573939008301,140.49898703087715,1,1,116,35
Golden Slumbers - Carry That Weight - The End (Live),Pop,103.125,924,537.6,151.578947368421,1,74,127,30
Golden SlumbersCarry That WeightThe EndHere Comes The SunCome Together,Soul,100.5,479,285.97014925373134,153.09803921568624,1,58,80,22
Golden_Sun_VenusLighthouse,Soundtracks,75.42849600000001,729,579.8869435233071,271.6598461279312,1,57,101,35
Goldfinger,Rock,169.67223910416666,224,79.21154380327826,199.3438949033672,1,65,127,16
Golliwog Cake Walk,Classical,122.88,1268,619.140625,223.92886014551345,1,2,127,53
Gondellied,Unknown,249.0,642,154.69879518072287,61.1764705882353,1,127,127,27
Gone Country,Pop,240.865,526,131.02775413613435,154.76190476190587,1,46,113,20
Gonna Fly Now (Theme From Rocky) (2006 Digital Remaster),Soundtracks,166.00781219583334,1370,495.15742007991565,193.27459319050035,1,66,109,40
Gonna Fly Now,Unknown,166.00818814583334,1370,495.1562987229865,193.2337367087512,1,127,127,40
Gonna Keep On,Rock,266.64051834375005,1557,350.359354910809,214.19572027812657,1,9,127,12
Good Enough,Unknown,58.0,260,268.9655172413793,209.45454545454555,1,100,100,21
Good Girls Go Bad Frank E Remix feat Flo Rida,Rock,242.11590520833332,2868,710.7339761587758,233.1575118464683,1,20,117,13
Good Hearted Woman,Rock,239.9541571875,498,124.52378550229405,103.40534927074049,1,1,119,24
Good Life To Groove Merchant,Electronic,190.0,1440,454.7368421052632,184.2045112781953,1,11,96,27
Good Life,Rock,241.79947916666663,950,235.7325176896318,161.6112230015973,1,7,112,19
Good Lovin (Makes It Right),Country,151.065062671875,707,280.8061589471519,96.15271664916558,1,39,127,22
Good morning,Unknown,172.20833333333334,961,334.827002177595,227.3164035689779,1,55,127,46
Good Old Fashioned Lover Boy (2008 Digital Remaster),Rock,172.1875,1718,598.6497277676951,177.1760345892525,1,80,80,39
Good Thing,Rock,194.16009000000005,1686,521.0133555253295,162.4378489339444,1,77,127,37
Good Times (Original 12  Mix),Soul,224.982883125,646,172.27977285038625,139.86985304437923,1,96,104,11
Good Vibrations,Classical,68.0,234,206.4705882352941,136.0,1,100,100,31
Goodbye (Live),Rock,238.80541531875,774,194.4679518176476,163.54764706315532,1,127,127,28
Goodbye My Lover,Rock,264.9371290875,735,166.45458547803327,103.04014425620193,1,75,99,21
Goodbye Stranger (Album Version),Rock,280.3786270052084,1642,351.3819903190049,198.903740361529,1,1,127,36
Goodbye To Love,Rock,223.365234375,1230,330.40056661682536,154.89405157007909,1,63,127,28
Goodbye To Neverland,Country,225.94657820312503,407,108.0786449354702,74.58996535253685,1,65,127,30
Goodbye Yellow Brick Road,Rock,187.16510400000004,965,309.3525382808538,153.40929600173249,1,33,127,33
Goodnight Girl,Unknown,221.4372785625,755,204.57260084694465,145.66927106442304,1,66,123,33
Goodnight Kiss,World,284.0812033333333,2099,443.3239458375053,207.99586809554947,1,9,119,22
Gostava Tanto De Você,World,266.11928766666665,400,90.18512040383074,179.01266227689726,1,65,115,39
Got My Mind Set On You (Live) (2004 Digital Remaster),Rock,213.129529375,1655,465.9138519715975,129.54770003892196,1,106,127,28
Gothic_MainTheme,Soundtracks,104.0,609,351.3461538461538,210.4983388704319,1,100,100,53
Gotten (featuring Adam Levine),Rock,274.1333333333333,771,168.75,167.67123287671245,1,3,127,33
Grace Kelly,Pop,174.82291666666666,634,217.59161055830307,93.16703209805544,1,1,127,42
GranadosSpanish Dance No2 (Oriental),Unknown,256.0,1392,326.25,210.13493253373295,1,3,98,44
Grand Canyon - Melodie  ,Soundtracks,261.045,1113,255.81796242027232,170.8978328173377,1,5,100,44
Grande valse brillante_ Op 34_ No 2 in A Minor,Classical,313.52604166666663,1905,364.56301809060255,182.4549054113508,1,2,101,43
Grandia_Title,Soundtracks,84.32000000000001,523,372.1537001897533,185.32217247420672,1,23,92,45
Grands Boulevards,Rock,272.65298275,632,139.0778843405116,260.00082333594054,1,34,112,3
Grand_Theft_Auto_Vice_City_OpeningTheme,Soundtracks,77.5,661,511.7419354838709,237.70114942528735,1,100,100,28
Grease,Pop,202.37916666666663,402,119.18222807848304,166.68344237544017,1,27,65,11
Greatest Love of All,Soul,234.0,1400,358.974358974359,149.21985815602835,1,127,127,31
Green Shirt,Rock,137.3956959375,332,144.98270753009191,164.81944192787572,1,96,106,14
Green Sleeves,Classical,232.5,1252,323.0967741935484,241.03541459251912,1,17,127,45
Green Tambourine,Rock,144.63831571666668,186,77.15797812428502,179.20009557338437,1,100,100,15
Gretchen am Spinnrade,Classical,196.36344,1962,599.5005995005995,218.57575814410384,1,127,127,37
Grim_Fandango_-_Glottis_the_Pianist_by_Gori_Fater,Soundtracks,77.49982175000001,565,437.4203609055397,155.9151592602459,1,51,125,38
Gris,Latin,257.445,1186,276.4085532832256,150.19762845849797,1,60,127,35
Groove On,Rock,211.0306886666667,773,219.77846109984264,194.00021986691584,1,1,108,22
Groovin  (Single Version),Rock,163.98286401041668,1888,690.8038878550391,214.0029247066373,1,37,110,28
Groovy Kind Of Love,Unknown,213.1258836041667,638,179.6121585639803,65.83719502264356,1,29,103,33
Guantanamera,Unknown,61.090848,228,223.9287953573668,152.30784461553694,1,100,100,16
Guilty_Gear_XX_TheMidnightCarnival,Soundtracks,182.96354166666663,1180,386.962338808392,142.435565252966,1,45,110,41
Guitar Interlude,Unknown,180.9543420026041,553,183.36117073953665,194.9999837500014,1,2,109,29
Guitar Man (LP Version),Rock,216.6182937875,372,103.03838890862863,167.3043087884162,1,48,119,23
Gute Nacht_ Freunde,Unknown,186.511849325,695,223.5782881941032,144.17844822358185,1,37,125,34
Guten Abend,Rock,261.6,1449,332.33944954128435,134.8946135831386,1,48,107,42
Guys Do It All The Time,Country,184.117555,240,78.21090172525918,158.6750427343001,1,30,126,34
Gymmopedie No 1,Ambient,141.55546875,329,139.45063496531287,66.66666666666652,1,37,75,26
Gymnopedie 1,Unknown,161.40442174999998,454,168.7686105786628,81.40247565550433,1,51,81,33
Gymnopedie No2,Classical,136.0,372,164.11764705882354,76.62121715996038,1,2,96,28
Gymnopedies 3,Rock,121.39583333333331,325,160.6315428179166,88.49162011173189,1,7,99,26
Gymnopédie No 1,Classical,141.0,240,102.12765957446808,60.0,1,127,127,33
Gymnopédie No 2,Classical,195.0,311,95.6923076923077,60.0,1,127,127,27
Gymnopédie No 3,Classical,177.0,287,97.28813559322032,60.0,1,127,127,25
Gypsies_ Tramps And Thieves,Soundtracks,155.78021070833333,635,244.57535284333696,148.05369268770806,1,1,121,22
Gypsy (Remastered LP Version),Rock,249.05121015833336,1134,273.19682549120654,171.8150870574999,1,56,106,17
Gypsy Nightmare,Rock,193.99574551041667,606,187.4267907491179,117.50016058355187,1,2,126,30
Gypsy Rondo,Classical,234.6,2591,662.6598465473146,200.0775586910481,1,52,100,49
Gyromite_Stage,Soundtracks,147.10000000000002,1256,512.304554724677,194.117647058824,1,70,127,25
Ha Le Mpotsa Tshepo Ya Ka,Rock,288.00014400000003,1905,396.8748015625992,190.1932750691084,1,43,127,41
Ha velem élsz,Rock,220.6155735,863,234.70691202133105,123.55053734923288,1,1,119,28
Habanera from Carmen,Classical,171.0,1224,429.4736842105263,149.98211091234344,1,2,113,23
Habanera,Latin,150.6989491666667,1240,493.6995275110827,165.28893998902055,1,40,120,42
Hablando A Un Cristal,Rock,198.71863956875,1585,478.566078181602,214.0959604328949,1,46,107,47
Hace Quanto He Dicho Que Te Amo  (Have I Told You Lately),Soul,135.2307805,418,185.46073539818104,148.10125348101363,1,55,127,20
hackMutation_Loop2Vol2,Soundtracks,159.08795775833337,866,326.61177333693087,229.81691702135905,1,1,118,37
Hail to the Spirit of Liberty,Classical,145.20000000000002,1468,606.6115702479337,196.5648854961827,1,127,127,56
Hair,Rock,143.86820525000002,613,255.65064870370304,130.7528843013693,1,100,100,26
Halfway To Paradise,World,223.325,2353,632.1728422702339,202.02501488981488,1,44,127,45
Hallelujah from Messiah,Classical,244.56761257500003,2215,543.4080113908966,180.35444766523577,1,18,127,49
Hallelujah Light Has Come (Album Version),Rock,250.5791413125,1122,268.65763705385393,113.83275478230966,1,1,100,33
Hallelujah,Classical,92.903184,665,429.47935993237866,124.00005580002517,1,36,108,36
Halloween,Soundtracks,83.61102749999999,353,253.31586793380816,238.03738802352603,1,127,127,30
Halo,Soul,221.96875,801,216.5169646628185,154.85558583106229,1,53,119,20
Halo_2_Peril,Soundtracks,129.285,595,276.13412228796847,207.3170731707314,1,110,110,29
Halo_3_FinishtheFight,Soundtracks,112.81967920019532,414,220.17435412063284,156.5683700256697,1,80,127,35
Halo_MainThemeExtendedMawVersion,Soundtracks,141.48005093749998,1568,664.9700744139585,183.33283367924125,1,40,127,34
Hands Across the Sea,Classical,141.6,1510,639.8305084745763,192.27997941327848,1,127,127,61
Hang On In There Baby,Soul,246.56949375,2157,524.8824501023659,184.3540544140034,1,13,127,61
Hanky Panky,Rock,189.2880859375,712,225.68773828747723,165.26001195457263,1,1,119,35
Happiness,Rock,122.965,488,238.11653722603992,146.04462474645052,1,8,127,20
Happy Already,Rock,242.666788,1303,322.17016858524534,161.88428736620727,1,10,93,27
Happy Birthday (Clap Clap Song),Electronic,153.2174355,1506,589.7501136546566,223.48881907066092,1,1,76,21
Happy Birthday_ Sweet Sixteen,Rock,166.39375,1005,362.39341922397927,128.7294669795507,1,94,127,29
Happy Christmas (War Is Over),Rock,228.2458333333333,683,179.54325562715638,164.57142857142878,1,14,125,32
Happy Days Are Here Again,Unknown,82.285632,362,263.95859729193063,151.66681833348483,1,36,127,31
Happy Phantom,Rock,165.576,1239,448.9781127699667,212.389380530973,1,50,64,51
Happy Xmas,Rock,70.2,463,395.72649572649567,199.1266375545852,1,56,100,33
Happy,World,195.02037395833332,385,118.44916267535912,232.821370366086,1,1,74,14
Happy_ Happy Birthday Baby,Rock,136.57663854166668,834,366.3876965659383,195.00040625084569,1,12,105,44
Hard Days Night,Rock,135.999864,472,208.2355023531494,139.09104818195723,1,64,120,21
Hard Times Come Again No More,Unknown,79.99996800000001,360,270.0001080000432,101.45458603637984,1,127,127,32
Hard Times,Country,166.39294789791668,294,106.01410830717582,163.66913486752017,1,17,111,9
Hard To Say Im SorryGet Away (Album Version),Rock,229.925,910,237.46873980645867,85.41769649036091,1,3,101,33
Hard Workin Man,Rock,176.63541666666666,1026,348.5144777967801,197.99999999999943,1,43,127,42
Hark The Herald Angels SingGloria (In Excelsis Deo),Soul,179.57291666666666,869,290.3555890712919,111.15789473684212,1,5,127,55
Harvest_Moon_64_FlowerBudVillage,Soundtracks,136.03125,610,269.05582356995177,192.3757338551859,1,52,75,20
Harvest_Moon_64_Summer,Soundtracks,144.2119140625,1050,436.8571099659383,239.3631454772321,1,44,69,25
Harvest_Moon_Back_to_Nature_Spring,Soundtracks,103.3001199140625,536,311.32587287173106,163.77777230785588,1,44,75,26
Hary Janos Suite  VI A csaszari udvar bevonulasa (Entrance of the Emperor and his Court),Classical,172.5703125,1431,497.5363303001494,222.3198243162308,1,100,127,77
Hasty Boom Alert,Rock,306.3892089270833,857,167.8257539815552,148.55013065961182,1,100,100,23
Have I Told You Lately That I Love You,Country,267.59377632812505,629,141.03467022985987,167.91702861557707,1,8,126,32
Have I Told You Lately,Ambient,230.72,1137,295.68307905686544,135.04009002672706,1,47,108,29
Have You Ever Seen The Rain,Rock,155.30682105,812,313.701611240339,158.6665661778413,1,5,109,20
Have You Ever,World,216.57578375000003,1375,380.9290151073965,131.91483617437024,1,1,84,41
Have You Never Been Mellow,Rock,194.01041666666663,1091,337.4045637583893,240.0,1,55,100,9
Have You Seen Her,Soul,299.99988,1556,311.20012448004974,152.4706492235536,1,31,118,23
Have Yourself A Merry Little Christmas - Album Version,Rock,223.355522125,1066,286.3596090729516,121.40464085499228,1,16,110,58
HAVE YOURSELF A MERRY LITTLE CHRISTMAS,Electronic,218.06089305,856,235.53054049092367,137.45468290922753,1,7,103,36
Havent Met You Yet (Album Version),Ambient,243.85576846875,2044,502.92023342362006,164.6619242709891,1,1,127,43
Haymakers Dance,Unknown,69.5,264,227.91366906474815,157.24137931034485,1,100,100,29
He Aint Coming Back,Rock,246.2270265,1914,466.39884188342745,154.00015400015403,1,100,100,26
He Aint Heavy Hes My Brother,World,272.9921875,1428,313.8551355063961,148.7719298245614,1,30,115,35
He Aint Heavy,Rock,279.67081025,1926,413.2000758202116,153.345265642593,1,11,122,39
He Aint HeavyHes My Brother,Unknown,81.6,252,185.29411764705884,122.22222222222226,1,55,100,26
He Is Your Brother,World,199.09014577291663,1372,413.48103734825054,162.11518182346575,1,95,95,36
He Touched Me (Imperials),Unknown,194.67837675,622,191.70079709430289,113.89841898316504,1,74,127,35
He Walked On Water (Remastered Album Version),Rock,216.4637668958333,466,129.16711374358974,55.13636869675617,1,127,127,21
He Was Just Leaving,Rock,179.2841692916667,762,255.01414977482403,114.43918460510176,1,52,120,25
He Wont Go,Unknown,78.0,289,222.3076923076923,160.0,1,100,100,24
Headful Of Ghosts (Album Version),Rock,243.9200413208333,969,238.35679792923287,127.9907563012332,1,100,100,37
Headline News,Rock,53.510565166666666,192,215.28458845686333,166.6365913730385,1,35,109,25
Heal,Rock,267.01,454,102.01865098685444,34.722222222222335,1,1,1,15
Healing Begins (With background vocals),Rock,198.4161109875,208,62.89811819155263,138.533664132243,1,1,1,15
Healthy Starts,Soundtracks,256.8607215416667,878,205.091692041574,170.46948877603162,1,63,127,23
Hear the Bells,Unknown,56.0,161,172.5,112.0,1,100,100,10
Heard It In A Love Song (LP Version),Rock,284.902656,848,178.58731369636655,163.5887176787551,1,12,127,42
Heart (2001 Digital Remaster),Rock,226.0130208333333,2981,791.3703349502817,232.3372161233554,1,29,127,41
Heart Of Lothian Wide BoyCurtain Call (1998 Digital Remaster),Rock,215.15885416666663,294,81.98593577903924,210.965863538546,1,127,127,27
Heart Shaped Box,Rock,273.41145833333337,2446,536.773406991142,203.0893904389557,1,37,127,39
Heart Shaped Bruise,Unknown,186.12481387500003,610,196.64223828092196,136.50013650013648,1,64,127,26
Heartache Tonight  (LP Version),Rock,218.99559742500003,609,166.85266932141843,117.80490750000742,1,30,98,32
Heartbreak on Vinyl (The Bimbo Jones Dub),Pop,239.3310546875,2897,726.2743241864735,256.29301793208697,1,7,127,6
Heartbreak Warfare,Rock,228.0,318,83.6842105263158,199.9999999999924,1,95,95,21
Heaven can wait,Rock,271.20625,1693,374.5488903740234,193.75000000000017,1,100,100,38
Heaven In My Heart featuring Ladysmith Black Mambazo,Unknown,271.714331,1372,302.9652491903344,158.66664022222608,1,15,127,33
Heaven Is A Place On Earth (Heavenly Version),Rock,251.2296875,2006,479.0835079950493,175.92963991977763,1,71,80,23
Heaven Knows (Amarti Si),Classical,251.5572345,393,93.73612349836831,92.70717654462037,1,1,127,38
Heaven,Rock,133.67667901041665,694,311.49786416189494,219.38441651904935,1,28,112,28
Heavens What I Feel,Rock,297.99926798958336,693,139.5305440866165,129.65952883930868,1,27,124,44
Heavy On My Heart,World,277.49583333333334,1092,236.11165332812809,220.78426427940977,1,1,120,35
Heidenröslein,Classical,96.0,396,247.5,120.0,1,127,127,21
Heliotrope Bouquet,Blues,173.5,983,339.94236311239194,213.91304347826085,1,100,100,44
Hell Have To Go,Rock,140.6125,742,316.61481020535155,160.8938547486015,1,40,78,29
Hello Again,Rock,242.28515625,857,212.2292623941959,115.92452830188682,1,41,127,49
Hello America,World,241.453125,957,237.8101339545719,133.8181818181818,1,94,127,23
Hello Goodbye (Live),Pop,199.9240425,1632,489.78601460602215,191.3330053237448,1,97,97,28
Hello Hooray (Album Version),Rock,251.40258194791664,1207,288.0638672796261,114.469501050531,1,59,127,52
Hello Its Me,Rock,215.9314302458333,1807,502.1038385961977,147.9202422996412,1,1,113,40
Hello Stranger,Blues,254.423043,1174,276.8617149194304,153.65767814534806,1,80,86,20
Hello,Rap,231.70078125,965,249.89125926825076,89.76074800623338,1,80,99,19
Hello_ Good-Bye,Rock,309.375,1031,199.95151515151517,192.0,1,100,100,35
Hellrazor,Unknown,221.16242505729167,2605,706.7204112973116,280.2069151086864,1,38,88,32
Help Me Hold On (Remastered LP Version),Rock,242.8205132395833,271,66.96304106711433,148.06450900836785,1,63,127,18
Help Me Rhonda,Rock,173.74991891666667,2030,701.0075213814475,199.28992816680125,1,60,127,29
Help,Rock,274.5083333333333,1198,261.8499741962904,138.46153846153845,1,17,117,24
Helpless Live At Massey Hall 1971,Rock,207.96525620833333,181,52.22026120132672,153.9493167014235,1,1,114,19
Hem igen,Unknown,159.99537404166668,1133,424.8872844429637,195.93779390669064,1,1,115,18
Hemsworth Hallway,Unknown,248.88706171875,2567,618.8349002008281,255.69395797435928,1,95,127,20
Here Comes My Baby,Rock,171.26292729166667,1556,545.1267327750663,168.28195053782554,1,35,123,17
Here Comes That Rainbow Again,Country,236.32219389583332,704,178.73903125077894,183.0388785967886,1,17,127,41
Here Comes That Rainy Day Feeling Again,Rock,165.245808,180,65.35717989287812,131.38468983593845,1,1,85,18
Here Comes The Flood,Pop,275.814118125,620,134.87344394437713,76.62897541955478,1,26,89,34
Here Comes The Rain,Rock,223.03037902500003,2090,562.2552432013919,218.0987308183046,1,7,117,32
Here Comes the Sun (Live),Pop,209.19783103125,502,143.97854820732184,96.85722518578407,1,115,115,22
Here I Am Again,Soul,257.24936229166667,1100,256.5604027627088,138.3421326084428,1,11,111,18
Here I Am,Rock,278.6832619520833,402,86.54986966582581,99.85517674718224,1,71,113,14
Here I Go Again (2007 Digital Remaster),Rock,280.78597399999995,640,136.7589678820638,166.94880361312948,1,60,86,15
Here In My Heart(Hernandz,Soundtracks,218.78592558333335,423,116.0038056942242,35.86510643772127,1,8,120,22
Here There And Everywhere,Latin,121.49533305,928,458.289208335974,186.48667297315825,1,63,113,31
Here We Are,Rock,283.3262755583333,410,86.8256922218821,117.81822894547376,1,36,109,34
Here We Go Again,Unknown,238.636125,476,119.68011968011967,158.6519869508729,1,15,127,35
Here With Me,Rock,256.96402875,240,56.038971952801,102.26097182619088,1,1,1,14
Heres A Quarter Call Someone Who Cares (LP Version),Rock,151.78503892708335,531,209.9021104135656,145.0134853729815,1,71,127,37
Heres That Rainy Day,Unknown,156.6353540125,484,185.39875740749127,113.16633228247824,1,33,115,35
Hero,Classical,221.0079475583333,189,51.3103719811112,157.49999212499992,1,94,127,2
Heroes_of_Might_and_Magic_3_MainMenu,Soundtracks,63.888825,403,378.4699436873349,148.69580086971413,1,110,110,29
Herzen haben Flügel,Unknown,208.00390625,305,87.9791169787226,81.57195963887413,1,1,85,16
Hes a Tramp,Unknown,95.4,407,255.97484276729563,141.17647058823505,1,63,100,22
