Title,Tags,Length (s),Note Count,Avg Notes/Min,BPM,Tempo Changes Count,Min Velocity,Max Velocity,Unique Pitches Count
As160J9CZLg,"easy listening, new age, contemporary, instrumental, relaxing",242.53333333333333,1065,263.46893897746014,171.83770883054854,1,20.0,97.0,44
ASaZKkqKBF8,"happy, motivational, upbeat, uplifting, positive, relaxing, calm, soft, emotional, romantic, classical, meditation, spa, yoga, study, sleep, background, relaxation",111.48958333333331,1742,937.4866859758946,201.96353436185092,1,15.0,93.0,34
asUUKGlCvDM,"romantic, soothing, classical, emotional, Korean, historical",218.91979166666667,1461,400.4206258951385,162.09045226130684,1,39.0,94.0,59
AswonXOdnuQ,"challenging, intense, classical, energetic",276.940625,4591,994.6536373997131,203.96065573770537,1,10.0,112.0,74
At_PaZUfzXI,"Relaxing, Soothing, New Age, Classical, Peaceful, Seasonal, Ambient",94.33020833333332,755,480.2279227447906,200.19512195121987,1,30.0,86.0,63
aUnOsK7JV1c,"piano cover, reflective, calm, soothing",206.04375,1497,435.9268359268359,253.18200797115253,1,7.0,90.0,49
Av-SOyOSPUo,"piano cover, romantic",327.796875,1871,342.4681824681825,194.40694310511375,1,12.0,103.0,37
AV6V1jMe3nY,"romantic, cover, piano, love",194.0,1845,570.6185567010309,222.36080178173447,1,16.0,103.0,34
aVdydo_RCGM,"funk, energetic, instrumental",124.0,1748,845.8064516129032,257.62437861213283,1,33.0,95.0,35
AveqPe2lJro,"romantic, emotional, Bollywood, instrumental, epic, cover",239.103125,2231,559.8421183328323,193.8363443145596,1,22.0,88.0,32
AVMewBIJKBo,"peaceful, hopeful, inspirational, pop, ballad",256.6197916666667,1119,261.6321974386556,158.33333333333294,1,22.0,83.0,36
aVMfDZyHO-Q,"Latin, Urban, Pop, Piano Cover, Emotional, Romantic",228.109375,2621,689.4061237071032,204.0864532892387,1,30.0,104.0,33
AwAcFX2zJWw,"nostalgic, emotional, cinematic, soothing, reflective, melodic, classical, fantasy",351.5989583333333,3996,681.9132830669412,188.14531548757128,1,19.0,112.0,73
AwAs8hBDPH8,"spiritual, hymn, Christian, worship, relaxing, meditation, encouragement, memorial, hope, funeral",218.85,1184,324.60589444825223,173.92259127093067,1,38.0,98.0,31
aWjQUVKBXE0,"anime, tutorial, easy",114.69479166666666,685,358.34233972408657,172.43631613324587,1,29.0,98.0,26
AWyFcV3wjdo,"Peruvian, traditional, folk, easy-listening, soothing, cultural",196.621875,1106,337.50059600438664,157.74647887323934,1,17.0,86.0,35
AXQVmhL_Ptg,"classical, classical era, early romantic era, german romanticism, upbeat",197.9052083333333,1144,346.8327113675003,177.91505791505688,1,21.0,100.0,38
axRT1mhm_3M,"new age piano, epic, passionate, relaxing, classical",317.18333333333334,3530,667.7526141558509,206.2462701412307,1,13.0,99.0,47
aXrWAVyM72c,"Latin, Urban, Pop, Piano Cover, Emotional",299.9954583333333,2704,540.8081872350568,203.48870072464624,1,22.0,89.0,37
Ay9HNMMUj_Y,"['easy', 'anime', 'tutorial']",229.81041666666667,1963,512.509405397565,179.23531034482804,1,27.0,99.0,53
AyAZ-eP07KM,"pop, cover, relaxed, comfortable",176.53333333333333,2138,726.6616314199396,203.9128004471781,1,12.0,98.0,53
AYEhzeg3g4A,"playful, classical, emotional, instrumental, restful, top40",147.75,1718,697.6649746192894,218.0478821362783,1,25.0,101.0,53
AZrpL2jFHjQ,"energetic, competitive, urban, hip-hop",261.4895833333333,3597,825.3483647372824,216.92969870875268,1,22.0,111.0,52
AZTTxObvprA,"intense, complex, dramatic, emotional",257.171875,4266,995.2876845494866,210.08563273073165,1,22.0,111.0,80
azYEiOh_FFo,"romantic, sentimental, soothing, emotional, love, instrumental",277.7989583333333,1739,375.5953608537349,217.74154491887947,1,10.0,87.0,36
B-mQFs6vSoo,"pop, upbeat, cover, karaoke",163.03020833333332,1687,620.8665316371583,192.97887836853596,1,48.0,100.0,28
B-oEiUjnpxA,"japanese instrumental, piano cover, chill, blues",130.6798515,1076,494.0317827037016,177.38379359023108,1,14.0,100.0,57
B07x8f6ZF04,"electronic, energetic, upbeat, gaming, intense",255.409375,2349,551.8199948611909,196.2345346960724,1,19.0,92.0,40
B1c4CFmGM5s,"melancholic, romantic, ballad, solo, advanced",353.70854166666663,1835,311.27322931250484,200.71533768146284,1,9.0,89.0,52
b1Yq2S86gLg,"melancholic, reflective, calm, soothing, emotional",219.9916875,3544,966.5819759667056,168.5334915807437,1,28.0,92.0,56
b21Mva1YcYo,"romantic, dramatic, bossa nova, medium tempo",157.71458333333334,1419,539.835937809598,210.3513411409142,1,16.0,94.0,45
b3E6E6hYSSI,"romantic, sentimental, soothing, emotional, love, modern",321.4895833333333,2351,438.7700482778732,214.4404332129956,1,7.0,95.0,41
B3YMRO_GJlQ,"apocalyptic, dramatic, intense",73.85833333333333,335,272.1426153672572,174.6777862016687,1,14.0,92.0,23
B5azijr1yNA,"['anime', 'tutorial', 'easy', 'educational']",111.41875,584,314.48925786728,177.9608650875387,1,24.0,86.0,22
B5eM3Q3wj0M,"otacore, cute, piano",206.96145833333333,1192,345.57158891299207,195.34883720930276,1,21.0,82.0,54
b5qgdo57UdI,"romantic, calming, easy-listening, pop",134.0,733,328.2089552238806,190.04674182018215,1,15.0,83.0,36
B79eE8KWNYk,"relaxing, soothing, gentle, instrumental, calming",119.0,1152,580.8403361344538,228.231797919762,1,17.0,99.0,40
B7lgR6FfTng,"Emotional, Instrumental, Epic, Dramatic, Intense, Relaxing, Beautiful",250.640625,2905,695.4179913970451,196.46667832779437,1,15.0,104.0,52
b7PUF395JUA,"anniversary, debut, cover, emotional, celebratory",195.903125,3056,935.97281819777,230.60125200174647,1,24.0,115.0,57
B7qZNxZzWbM,"anime score, japanese vgm, cute piano",197.500875,1468,445.9727077158519,212.90077303256984,1,22.0,78.0,40
b7t8WhduNLA,"spooky, eerie, supernatural, Halloween, playful, fun, whimsical, creepy, humorous, light-hearted",168.859375,2420,859.8871102063478,207.82969511095263,1,23.0,106.0,64
b8HVQtIoBYU,"emotional, cinematic, dramatic, intense, reflective",345.0989583333333,1900,330.34002927904135,226.3147289945621,1,24.0,97.0,42
B9icR9DbCfY,"new age, solo piano, contemporary classical, neo-classical, imaginative, serene",226.525,2396,634.6319390795718,196.40655737705077,1,17.0,107.0,34
BA83zdfZO2Q,"K-pop, cover, emotional, soothing",204.0,2834,833.5294117647059,212.3110947290818,1,26.0,101.0,59
bAg2xiNAdJ0,"dramatic, emotional, epic, fantasy, instrumental, piano, soundtrack",221.3964375,1682,455.8338929911644,215.85766884960023,1,12.0,105.0,40
bb1hEP3AALE,"ballad, advanced, emotional",313.5,1647,315.2153110047847,168.3701239794413,1,10.0,95.0,53
bB1oqQK3LuA,"anime, piano, emotional, gentle, soothing, cover",203.4989583333333,1511,445.5059659396292,239.74555306867688,1,31.0,108.0,64
BBoDuln9eRA,"lullaby, calming, soothing",227.41666666666663,2001,527.9296445584464,208.4205629216084,1,11.0,105.0,68
BbVFl3cLgLo,"Vocaloid, Japanese, energetic, playful",138.321875,2080,902.2434087160832,180.3184973458557,1,20.0,105.0,44
bcBdcvdTh5E,"emotional, peaceful, contemporary classical, classical crossover, new age, pop ballad, heartfelt, familiar",230.0573333333333,1210,315.5735092121964,174.9422933407388,1,11.0,92.0,36
BcP3wONHLB8,"elegant, sweet, Arabesque, artistic",136.45625,629,276.57216140704435,188.96948930120644,1,9.0,85.0,38
BDaT3IXNHzI,"blues, improvisation, solo",108.14375,762,422.77061781194016,201.6806722689075,1,21.0,94.0,49
bDBTawo46mc,"inspirational, pop, cover, acoustic, emotional, cinematic, uplifting",135.14791666666667,770,341.8476669081716,165.94560281263728,1,29.0,98.0,31
BDCCAwt9FbM,"gentle, soothing, elegant, calming, peaceful, reflective",276.43835737291664,3558,772.251731014356,209.74443483962492,1,24.0,106.0,55
bDV-p3Y-ji8,"romantic, neo-classical, piano, love, covers",172.50208333333333,1058,367.99555560923176,199.78887045694637,1,9.0,97.0,38
belYFC4fxQ0,"anime, easy, tutorial",91.490625,393,257.7313249308331,180.6649473757579,1,30.0,96.0,32
besPb4ZB6mE,"powerful, driving, Americana, classic, instrumental",198.9989583333333,2152,648.8476175021855,232.1492575048897,1,23.0,114.0,46
betabm4uGLI,"nostalgic, cozy, holiday, Christmas",65.353125,386,354.3824415435375,174.633653360283,1,26.0,93.0,38
BexA3pzAqr4,"Vocaloid, Cover",283.378125,2985,632.0177324908194,203.113379324494,1,42.0,92.0,66
bFvUYx5v3Lk,"calm, anime, instrumental, soundtrack, cover",132.5,1220,552.4528301886792,214.3574857653244,1,14.0,101.0,55
bFWAGI_GfGA,"relaxing, cute, pleasant",102.33125,597,350.03969950528307,210.41095890410836,1,52.0,98.0,36
bfY4lnGzH7E,"Epic, Passionate, Piano",247.80416666666667,2141,518.3932204529787,178.94759552113217,1,40.0,98.0,51
bG00qx22S3A,"K-pop, R&B, Urban, Korean",222.56666666666663,2194,591.4632319904149,200.997008973079,1,21.0,99.0,60
Bgr84MJJrVU,"new age piano, joyful, upbeat, happy, solo piano, beautiful",240.38516666666663,1742,434.8022028536148,194.2287255783532,1,19.0,93.0,57
BGRekSzSrjo,"baroque, classical, energetic, French",145.03958333333333,2091,865.0052428216436,227.41116751268888,1,31.0,103.0,30
Bgt1kAB_part_12,"romantic, instrumental, love, relaxing, beautiful, classical",320.259375,2497,467.8083194285882,201.7305315203953,1,9.0,101.0,61
bGxso72NnU8,"blues, relaxing, instrumental",158.025,1122,426.0085429520645,170.88366179275323,1,11.0,102.0,56
BhdS6e8SHEo,"romantic, whimsical, fantasy, cinematic, soothing",257.2395833333333,1199,279.6614699331849,171.55276503260066,1,17.0,90.0,42
BhFPzE2Fbe4,"new age, contemporary classical, atmospheric, tranquil, reflective",260.4083333333333,1031,237.55000160005125,169.0566037735849,1,25.0,90.0,50
bhP09hRQlPk,"classical, cover, emotional, technical",317.07604166666664,4094,774.7037546855545,217.52715985514357,1,7.0,93.0,69
bhRSR9YmP9w,"new age, relaxing, soothing, solo piano",163.0,1068,393.1288343558282,202.58137297189737,1,28.0,88.0,41
bIzu8p5HPjM,"JPOP, emotional, cover",247.24270833333333,3991,968.5219904530384,256.49239377513544,1,16.0,92.0,56
bJM_sz-aANQ,"happy, calming, instrumental, love, solo",98.41979166666668,694,423.08563445275865,183.43949044585983,1,14.0,80.0,23
BkAtaq3PMGM,"cute, cozy, calm, free, background, vlog",174.0,1825,629.3103448275863,178.05255023183943,1,11.0,99.0,42
bKf2KnaBuuQ,"new age piano, epic, passionate",159.07916666666665,1231,464.29712669268446,234.02592059246996,1,17.0,91.0,35
bKk00bG3vSY,"cinematic, emotional, dramatic, suspenseful, orchestral, heroic",109.08958333333334,1402,771.1093711208296,182.4290828972736,1,29.0,98.0,50
Bks_979_part_6,"relaxing, sleep, study, instrumental",258.3489583333333,2219,515.3494748301515,241.50117022295856,1,14.0,79.0,37
bKux-QefP7g,"relaxing, healing, mysterious",251.490625,3343,797.5645215403159,213.70668533426613,1,15.0,117.0,69
BlA5HhJxZ8U,"otacore, cute piano, waltzy, catchy",149.359375,1930,775.3112250235381,215.4076290201964,1,37.0,99.0,51
BlCH9vJkKvw,"inspirational, hopeful, cinematic, soundtrack, ballad",291.3697916666667,3069,631.9804086302129,197.61646803900527,1,11.0,105.0,56
blwyZ-05D6c,"emotional, anime piano",178.33958333333334,1561,525.1778559162647,188.36720392431695,1,20.0,100.0,40
bmVjJA5_part_2,"sad, background, free, relaxing, cinematic, instrumental, relaxation, faded",69.98947353125,601,515.220335010798,206.33105582253336,1,10.0,83.0,41
bnCIVFma36w,"Korean, ballad, emotional, soothing, romantic",182.1395833333333,1649,543.2097635741819,211.73587474472336,1,44.0,97.0,37
bnGx7EBwJbg,"Latin, instrumental, piano cover, relaxing, romantic",256.51979166666666,2296,537.0345855379904,197.36929368851796,1,25.0,94.0,37
BnKy2LSDva4,"classical, playful, energetic, romantic, fast-tempo",194.05520833333333,2078,642.4975710305808,208.695652173915,1,27.0,102.0,57
BNQNN3_yFJw,"piano cover, emotional, serene",150.41041666666666,1680,670.1663504023713,215.4455445544557,1,34.0,95.0,30
bnwWURqXEY4,"romantic, soothing, love, Bollywood, Indian, instrumental, cover",305.66243899375,2099,412.02314688909206,214.87904419680265,1,19.0,88.0,29
Bo6uUsBNSgk,"Dark, Eerie, Emotional, Gothic, Scary, Funeral",318.096875,2789,526.0661551610654,225.2148215503593,1,9.0,103.0,71
bP-1FIAXqoE,"animated, fun, memorable, magical, Disney",200.6295,2018,603.5004822321742,203.03976195338456,1,35.0,90.0,54
BP2B5ua9AzE,"new age piano, epic, passionate",252.81770833333331,1170,277.67042294143096,193.61344537815168,1,28.0,91.0,36
bP9KCCKxWno,"classical, romantic, intense, dramatic",196.84895833333331,2289,697.6922873395952,174.62777066630773,1,46.0,100.0,77
bptwL81u0_g,"Latin, Urban, Pop, Emotional, Romantic",189.15625,1542,489.11944490335367,195.16298633017985,1,48.0,98.0,26
bQ9_uEjOkRw,"relaxing, gentle, soothing, instrumental",148.18020833333333,1855,751.1124545703782,202.9297237159253,1,15.0,103.0,65
bqavf7YVPPA,"adventurous, dramatic, intense, cinematic",144.23020833333334,1986,826.1792129191613,220.59022302320295,1,35.0,115.0,76
BQUyU59yGMk,"energetic, tutorial, cover, Japanese pop",227.46875,3420,902.1019370792692,257.0695553021666,1,44.0,98.0,51
BQXZs0Sq1pc,"new age, energetic, relaxing, peaceful",193.09895833333331,2774,861.9414699932569,238.19802909432207,1,22.0,103.0,42
BQy-KgBotD8,"energetic, piano",316.36354166666666,3171,601.3967317399221,221.0806023029193,1,18.0,101.0,58
BrEH_WnNynA,"sacred, reflective, comforting, Christian, worship, hymn, funeral, memorial, hope, meditation, relaxing",123.69583333333333,654,317.22976386970726,187.92377890207592,1,49.0,97.0,34
bRGvgJAMRBE,"blues, nostalgic, improvisation, solo, New Orleans",80.73645833333333,562,417.6551795321713,211.8563392470785,1,19.0,83.0,55
BRjijUdm2Dg,"blues, tutorial, easy, party",72.06041666666667,701,583.6768914972969,187.0682019486273,1,27.0,86.0,35
BRJIQwigdn4,"anime, emotional, instrumental, Japanese, nostalgic, dramatic, adventurous",276.559375,2965,643.2615057797263,184.59759036144587,1,42.0,98.0,68
BRKT530WNeA,"joyful, upbeat, solo piano, beautiful, happy",213.11041666666665,2024,569.8454439697731,183.6734693877564,1,14.0,103.0,40
broOkFaykjY,"relaxing, serene, instrumental",212.57916666666665,746,210.55685136909776,119.36449458899348,1,40.0,87.0,22
BRQoeAYabxA,"otacore, cute, piano",83.859375,854,611.0229178311906,178.88198757764016,1,42.0,98.0,35
BrsWc5hV5cE,"kpop, retro",281.5229166666667,991,211.2083829765191,167.06657877389603,1,39.0,93.0,45
bsv24GlY6UA,"romantic, nostalgic, cinematic, emotional",176.36041666666665,1252,425.9459204044748,186.5498190131442,1,28.0,114.0,62
BtAmee9kGb4,"fast, happy, solo piano",254.0,1671,394.7244094488189,189.7913174171927,1,29.0,100.0,44
btjhJ2MuINo,"anime, opening theme, energetic, dramatic",96.45833333333331,1512,940.5097192224622,230.321592649312,1,38.0,104.0,50
Btz-2Jemxiw,"sentimental, soothing, reflective, romantic",320.9395833333333,3598,672.6499665695128,194.06586240625887,1,14.0,113.0,60
BuBlB-kQFV8,"classical, late romantic era, norwegian classical, light, positive, uplifting",95.12291666666668,1018,642.1165597144045,209.41223995152384,1,15.0,100.0,53
bUS8_Wf00UY,"Halloween, eerie, suspenseful, cinematic",253.215625,1255,297.37501388391814,143.18731523783893,1,32.0,94.0,21
buZ6Mb2jXxQ,"Retro, K-Pop, Tension",229.0,1753,459.3013100436681,198.85714285714292,1,54.0,89.0,49
bUz7VSJ-zB0,"K-Pop, retro, arranged",240.109375,1231,307.6098132361554,139.60815996768338,1,41.0,90.0,39
Bv21dX4Ecxg,"energetic, upbeat, pop",174.78020833333332,2220,762.1000184755854,181.01223949718863,1,42.0,112.0,45
bVwSoNdq_7o,"emotional, soothing, reflective, pop",340.4875,2445,430.85282132236864,232.95907279970996,1,19.0,87.0,68
BvXN_nuhN54,"uplifting, light, positive",91.48958333333331,608,398.7339177957418,171.5216997645924,1,18.0,85.0,42
BW4UypnVHD8,"classical, playful, whimsical, humorous, lively, fun",72.56875,814,673.0169666695375,182.4709609292504,1,38.0,86.0,59
Bw9v57fQB-c,"Romantic, Dramatic, Korean Drama, OST, Emotional",354.00104166666665,4635,785.590908689652,225.7511975613244,1,25.0,108.0,59
Bwk7lzCJapA,"piano cover, romantic",197.5895833333333,1822,553.2680324325464,238.39835728952727,1,19.0,90.0,34
BWrjjOHOdc0,"romantic, sentimental, ballad",316.18795833333337,1236,234.54403637288,183.51985343900583,1,14.0,83.0,35
BXWdFPzco44,"creepy, Russian, lullaby, easy, beginner",94.0,321,204.8936170212766,113.1761442441051,1,52.0,107.0,30
bxYQT4GH5ZY,"Christian, worship, spiritual, uplifting, Korean",118.43020833333333,704,356.6657577863193,137.6344086021506,1,41.0,92.0,47
BykTthezOvE,"romantic, soothing, easy-listening, sentimental",316.73541666666665,1113,210.83843639209908,188.43122676580205,1,26.0,89.0,30
ByrMWNaUahs,"New Age, healing, calming, soothing, peaceful",89.60104166666666,393,263.166583349803,154.6794652039767,1,45.0,86.0,34
BZ-_KQe_part_7,"relaxing, classical, focus, study, reading, sleep, soothing, calming",316.8229166666667,1387,262.670392898241,187.11423930697896,1,19.0,103.0,60
bz18RjbJZ-4,"relaxing, easy-listening, tutorial, instrumental",230.48958333333331,965,251.20441090070955,185.82712203804755,1,22.0,77.0,35
BZ73tPebdlU,"sentimental, romantic, soft rock, ballad",341.4604166666667,1642,288.5253903270877,196.8810083315537,1,23.0,89.0,37
bZbML12VZpY,"emotional, speculative, cover, ensemble",147.609375,1975,802.7945379485551,228.0865507000423,1,29.0,101.0,48
bZU6BS3QDO8,"emotional, Bollywood, Hindi, dramatic, epic",234.85208333333333,1262,322.4157049206504,219.9203187250954,1,48.0,94.0,35
C0HWA640bjk,"sentimental, tribute, emotional, reflective, cinematic",291.44166666666666,2963,610.0020015440482,181.0710676995624,1,7.0,104.0,39
C12p-UkgsRg,"spooky, Halloween, collaboration, fun, interesting, specialedition, pianistic",160.26979166666666,2599,972.9843558062902,257.08400091553995,1,14.0,106.0,69
c1v-pqiJpCQ,"romantic, cinematic, emotional, instrumental",329.0,2055,374.7720364741641,211.4423851732468,1,22.0,100.0,62
c26YNcO3WFI,"playful, childhood, joyful",104.0,1143,659.4230769230769,222.71230130316548,1,14.0,107.0,40
C2N1T3zKQHs,"Bossa Nova, soothing, romantic",173.5,897,310.20172910662825,184.3052555795535,1,44.0,101.0,52
c2n6DiIyqvo,"playful, arrangement",123.19270833333331,594,289.30283684944834,127.07342295760142,1,56.0,89.0,19
c2s9nQ5VT0s,"bright, exciting",186.4893333333333,1873,602.608192068179,191.99191612984717,1,30.0,97.0,38
C356wL_aRNA,"Christian, inspirational, soothing, reflective",304.7604166666667,2198,432.7333629558738,206.41267446246889,1,10.0,84.0,37
c3krE0OujaQ,"classical, baroque, soothing, reflective, emotional, ceremonial",252.99375,1464,347.20225302008447,222.9792505419656,1,19.0,105.0,33
c491wGizxYs,"K-Pop, Retro, Arpeggio, Tension",363.2375,1412,233.23583055163635,155.09248419573782,1,52.0,96.0,41
C4BybZDymgM,"funk, energetic, groovy",65.63954166666666,565,516.456988261014,199.3508790820009,1,30.0,96.0,53
C4u9uFBP9_M,"new age, relaxing, soothing, solo piano",183.82916666666665,1566,511.1267254470864,246.612062546538,1,23.0,91.0,37
c5DkT-dOg1k,"nostalgic, emotional, serene, instrumental, cinematic",216.21041666666667,980,271.95729468785225,171.8858796400956,1,33.0,94.0,43
C6EJXtD25GA,"romantic, elegant, lyrical, classical, nostalgic",250.92916666666667,2186,522.6973083373463,193.1219465466053,1,18.0,86.0,43
c79byqjeXwg,"romantic, emotional, Bollywood, love, instrumental, epic, karaoke",194.0,2005,620.1030927835052,223.87950929187784,1,17.0,88.0,32
c7it-68xmS0,"new age piano, epic, passionate, relaxing, peaceful, spa",273.0,2921,641.978021978022,188.130646282142,1,25.0,98.0,44
C7Yjy5vASas,"intense, dramatic, emotional, soundtrack, cinematic",251.41979166666667,2742,654.363759151154,151.47469353076835,1,21.0,100.0,30
C8wN1Wf9bbU,"relaxing, beautiful, study, sleep, meditation, calm, soft, spa, yoga, peaceful, romantic, emotional, Christmas, happy, stress-relief, chill, calming, creativity, nostalgic, motivational, sad, dark, spooky, happy, festive, joyful, tranquil, serene, soothing, mellow, gentle, reflective, introspective, warm, cozy, uplifting, inspiring, hopeful, comforting, heartfelt, tender, smooth, light, airy, atmospheric, dreamy, quiet, restful, relaxing, soothing, tranquil",166.365625,624,225.04649022296525,206.52211029537568,1,29.0,101.0,54
C8zxDaLgpYU,"relaxing, instrumental, cover, tutorial, self-taught, disability-aware",69.61041666666667,388,334.43270583305895,142.6919900908336,1,21.0,88.0,22
C940koz60NU,"J-Pop, love, sweet, piano cover",210.896875,2591,737.1375227821655,206.72604014355923,1,14.0,90.0,68
C9eK5KImW9w,"romantic, emotional, accompaniment, soundtrack",327.3854166666667,1125,206.17900664990933,124.06817756134151,1,42.0,90.0,48
ca1S6Ih4gwE,"romantic, spring, nostalgic, soothing, Korean-pop",279.19895833333334,4051,870.5619872328201,205.03084954911463,1,20.0,108.0,51
CAa9YYF7ZH4,"solo, hymn, Christian, contemplative, peaceful, reflective",106.4875,521,293.5555816410377,173.93850658857997,1,32.0,88.0,52
CaBh9HnBu0Y,"Latin, energetic, tutorial, progression, meme, funny",232.653125,2898,747.3787424948623,182.66629199951788,1,34.0,100.0,58
cbui0c9etmk,"playful, calming, classical, ambient",108.24929166666666,385,213.39631552631403,161.7020173881498,1,28.0,82.0,26
CBZ3zmfe4WY,"k-pop, retro, piano solo, fade out",276.9083333333333,2639,571.8137771223932,194.80310742030568,1,33.0,92.0,48
Cc3y8oOEEsM,"Christmas, cover, festive, joyful, celebratory",262.0302083333333,3569,817.2340180243212,216.88107938500065,1,30.0,111.0,74
CCK9r5y2DHE,"Drunken, exhibition, cover",302.62916666666666,1981,392.7579132877146,175.4005031113454,1,33.0,95.0,42
CckzgS_d0tU,"sad, studying, popular, anime, love, no copyright",269.7864583333333,3269,727.0194405297401,215.6726397432485,1,4.0,63.0,29
cCnjchT84SQ,"Latin, instrumental, piano cover, urban, pop",264.1895833333333,2432,552.3306337778268,196.83895771037973,1,10.0,98.0,44
CcQxZkWgihY,"romantic, relaxing, emotional, calm, soft, beautiful, meditation, spa, study, sleep, background, yoga",137.49804411875,1471,641.9000398563807,241.4834804248676,1,6.0,81.0,39
cdPMaMxL0xM,"compositional ambient, neo-classical, passionate, piano",316.4083333333333,3728,706.9346045458137,219.6883014401259,1,16.0,97.0,49
cdxZLVE5D5E,"emotional, tutorial, cover, easy, arrangement",269.0,1353,301.7843866171004,183.7382923849608,1,52.0,93.0,27
CeDaFGmAWIA,"Happy, Joyful, Peaceful, Emotional, Relaxing, Healing, Concentration, Sleep",283.5,3434,726.7724867724868,209.84924623115384,1,12.0,96.0,27
CEDqsPB-LGQ,"reflective, calming, soothing",269.9895833333333,3833,851.8106408426252,230.06989970911195,1,26.0,101.0,55
CeFYBxhlCfA,"relaxing, meditation, tutorial, cover",190.490625,1284,404.429351838181,183.3310598826906,1,13.0,91.0,22
ceUecvknXck,"Relaxing, Blues, Piano",202.18854166666665,1448,429.6979407627988,181.80774748923912,1,6.0,88.0,40
ceY-tbwWsC0,"easy, beginner, tutorial, lesson, soft, simple, joyful",143.19895833333334,989,414.3884892086331,222.9500387066043,1,21.0,71.0,35
cf8bjuA93nk,"relaxing, calm, meditative, epic, motivational",179.0,1052,352.6256983240223,196.5870307167235,1,24.0,93.0,27
CfDgwxJd68M,"['classical', 'tutorial', 'beginner', 'synthetic', 'easy']",151.64212500000002,523,206.9345836455404,196.05349579361717,1,31.0,94.0,36
cfDO4hoKoW0,"Arabian, Latin, reharmonization, montuno",269.209375,2706,603.0993534307636,213.41566962562564,1,25.0,108.0,66
CFiA5lpgOX4,"dark, intense, dramatic, theatrical",146.92916666666667,1321,539.4436094489974,195.83793076903325,1,63.0,93.0,35
CfKCPYbdmY0,"melancholic, romantic, intermediate-level, D minor",196.15040431041663,1816,555.4920999681755,200.4755206527589,1,21.0,91.0,45
cFo623YQ-Zc,"K-pop, upbeat, energetic, cover",185.65,2396,774.3603555076758,232.70883669346887,1,34.0,103.0,64
cFvIiDneUSs,"happy, fast-paced, instrumental",130.32916666666665,1166,536.7946545605679,189.7358192239288,1,22.0,91.0,28
cgPJd4h3cBo,"summer, arrangement, OST",242.95520833333333,2716,670.7409201799028,187.65610859728463,1,31.0,101.0,75
ch0OHtgtZ6Y,"healing, relaxation, meditative, emotional, new age, classical",253.0,1664,394.62450592885375,166.0119555935099,1,22.0,101.0,39
CHDfexhkP9Q,"nostalgic, calming, cinematic, instrumental",300.0614583333333,1978,395.5189735436143,176.31354728770208,1,25.0,96.0,62
CHiLnKoBtsk,"reflective, piano, background, royalty-free",247.49166666666667,1186,287.5248324859423,174.7491248541429,1,12.0,83.0,21
cicCA3fwdls,"Bossa Nova, romantic, soothing",214.84087793125,1184,330.66332945601306,166.63590286316085,1,40.0,91.0,42
CiJjiI2SjQo,"uplifting, alternative rock, orchestral pop, anthemic",249.0,3235,779.5180722891565,233.25930764206336,1,54.0,95.0,34
CIO3hHk5AzQ,"Latin, Urban, Pop, Cover, Emotional, Romantic",196.009375,1854,567.5238748146612,204.2208340368045,1,22.0,96.0,30
cIp2xGr328s,"Energetic, Piano",88.81041666666667,971,656.0041286448192,251.3877617269924,1,11.0,86.0,20
CIuwXuqRzZc,"new age, piano, serene, tranquil",159.45,1113,418.8146754468486,205.535248041775,1,23.0,88.0,44
cjAq38QkhxA,"cinematic, epic, emotional, orchestral, powerful, dramatic, intense",124.73958333333331,614,295.3352818371608,148.35801674179066,1,32.0,102.0,40
cJiD0NSBilw,"classical, dark, instrumental, synthetic",272.5458333333333,1577,347.17096512818944,194.90896389119317,1,27.0,93.0,76
cJm9Yq_AtAw,"easy listening, new age, contemporary, instrumental, relaxing",188.9989583333333,1242,394.2878873891501,225.5754475703324,1,25.0,95.0,45
ckdOoRVRAPA,"instrumental, Latino, emotional, soothing",148.09895833333334,1282,519.3824512045014,231.422621426618,1,19.0,81.0,31
ckFdm2qFXfc,"emotional, dramatic, cinematic, Japanese, anime",274.3943125,3988,872.0297364035196,236.74986422729512,1,31.0,109.0,61
cLcp5nyggqQ,"ccm, worship, piano, religious, soothing",203.5,1485,437.83783783783787,186.89162881246105,1,29.0,102.0,57
Clmy6Y8Du3w,"Anime, Easy, Piano",119.24479166666669,596,299.8873116400961,206.10862619808185,1,16.0,87.0,28
cmfJBSVz3-U,"classical, tutorial, progressive difficulty, educational, skill development",247.15833333333333,3993,969.3381435651912,193.58276729087663,1,46.0,112.0,76
CMHMBZXyIHM,"nostalgic, cinematic, orchestral, emotional, magical",171.58958333333334,2598,908.446754003618,172.8452056691751,1,34.0,112.0,65
cMvMBMCh3DQ,"piano cover, upbeat",253.96979166666665,3384,799.4651594882922,202.31586095467787,1,38.0,94.0,27
cn0HM8SE_zQ,"romantic, sentimental, soothing, calming",340.0072916666667,1192,210.3484300275423,111.53147248949917,1,38.0,84.0,44
cNa1mE6dRhY,"energetic, dance, retro, K-pop",182.88854166666667,1670,547.8746732128516,187.68077129084145,1,44.0,91.0,43
cnL8oGjuG08,"Bossa Nova, relaxed, soothing, romantic",123.209375,797,388.119816369493,207.61432755125023,1,46.0,97.0,37
cNlVdgY4lhw,"romantic, soothing, sentimental, Korean, cover, instrumental",356.1125,1712,288.4481729790445,171.551812673309,1,26.0,105.0,50
