Title,Agreements_2,Agreements_3,Length (s),Note Count,Avg Notes/Min,BPM,Tempo Changes Count,Min Velocity,Max Velocity,Unique Pitches Count
bIx4Dwk_part_10,Emotional,"Pop-Piano Cover,Relaxing/Calm",30.55,273,536.1702127659574,190.76172215443583,1,29,82,38
bIx4Dwk_part_12,Bright,"Pop-Piano Cover,Emotional",31.48958333333333,305,581.1445583857096,190.1687454145267,1,31,82,31
bIx4Dwk_part_3,,"Pop-Piano Cover,Bright,Emotional",32.42604166666666,230,425.583860708664,183.6459114778696,1,34,82,32
bIx4Dwk_part_4,"Happy,Upbeat/Energetic","Bright,Pop-Piano Cover",31.060416666666665,464,896.3176604735395,209.15032679738547,1,29,81,29
bIx4Dwk_part_7,Relaxing/Calm,"Emotional,Pop-Piano Cover",30.48958333333333,404,795.0256235052956,214.8808290155446,1,11,90,38
bIx4Dwk_part_8,"Bright,Upbeat/Energetic","Emotional,Pop-Piano Cover",33.50674411875,390,698.3668695791192,178.8002945374767,1,28,82,30
bIx4Dwk_part_9,Emotional,"Pop-Piano Cover,Relaxing/Calm",30.98958333333333,263,509.20336134453777,210.10943199583105,1,13,82,27
bJ9aRLSO32A,Relaxing/Calm,"Emotional,Pop-Piano Cover",32.121875,233,435.2174336024905,169.882026370576,1,32,91,31
BJjEO5uedTA_part_20,Emotional,"New-age,Relaxing/Calm",31.48958333333333,250,476.34799867681113,271.31973457852064,1,37,85,26
BJjEO5uedTA_part_24,"Happy,Bright","Relaxing/Calm,New-age,Emotional",31.48958333333333,221,421.091630830301,268.2699635870947,1,35,85,35
BnH1kKYWskw,"Dark,Pop-Piano Cover",,30.98958333333333,280,542.1176470588235,178.40084766484628,1,55,88,27
BnKy2LSDva4,"Difficult/Advanced,Epic","Passionate,Intense/Grand,Classical",30.98958333333333,363,702.8168067226891,214.71172962226663,1,46,100,40
bQ9_uEjOkRw,"Happy,Upbeat/Energetic",Bright,30.98958333333333,465,900.3025210084033,203.0211480362539,1,37,100,50
brM1Ngj_part_16,"Emotional,Pop-Piano Cover,Happy",,34.268625,341,597.0475909085935,187.5472478064277,1,11,94,28
BrXnzBgCoAk,"Dreamy,Ballad,Laid-back,Relaxing/Calm",Emotional,31.490625,197,375.3498064900268,190.77359829666432,1,28,92,39
bu1MHJra55s,,"Emotional,Pop-Piano Cover,Relaxing/Calm",31.544791666666665,266,505.9472311197702,174.8715553479685,1,17,89,29
BXJyyMzL-6U,"Relaxing/Calm,Dreamy,Emotional",New-age,31.48958333333333,403,767.8729738670195,209.31183284124452,1,30,87,36
byIdFn5VZrU,"Sad,Dreamy,Pop-Piano Cover,Mysterious","New-age,Emotional",31.48958333333333,184,350.59212702613297,151.19835653960277,1,24,86,25
C0HWA640bjk,"Bright,Speedy,Playful,Intense/Grand","Pop-Piano Cover,Emotional",31.48958333333333,407,775.4945418458485,183.7906828334397,1,37,94,25
C0jrUxvp4Bo,Sad,"Emotional,Relaxing/Calm,New-age",30.990625,204,394.95815266713726,191.4984564236525,1,29,82,34
c0W0heMtPNU,Tense,Dark,30.48958333333333,412,810.7687051588658,215.01794687724336,1,20,90,23
c26YNcO3WFI,"New-age,Easy,Dreamy,Relaxing/Calm",,30.48958333333333,295,580.5261359754015,217.80104712041893,1,23,81,41
C6EJXtD25GA,"Bright,Relaxing/Calm,Emotional",Classical,42.090625,262,373.4798426015294,214.75366178428675,1,41,89,34
C6QJQYHG9Pk,"Emotional,Epic",Passionate,30.48958333333333,375,737.9569525111036,169.41176470588235,1,38,102,52
c8RonOl64a8,"Laid-back,Pop-Piano Cover,Bright,Intense/Grand,Ballad",Passionate,40.58854166666666,246,363.6494289747209,171.42857142857136,1,43,99,37
C8zxDaLgpYU,"Bright,Easy,Pop-Piano Cover,Emotional,Laid-back",New-age,32.8,232,424.3902439024391,178.46630518977526,1,30,84,25
C9eK5KImW9w,"Pop-Piano Cover,Relaxing/Calm,Emotional",,31.48958333333333,157,299.1465431690374,121.46773513285538,1,36,84,31
CAa9YYF7ZH4,"Relaxing/Calm,Laid-back","New-age,Emotional",30.8875,184,357.4261432618373,185.55442522889103,1,42,88,39
cCeyy1PGHdE,"Upbeat/Energetic,Passionate,Speedy",,33.884375,405,717.1447016508347,187.22340292536563,1,34,105,36
CCK9r5y2DHE,"Emotional,Relaxing/Calm",Pop-Piano Cover,31.48958333333333,251,478.2533906715184,145.86381541924592,1,48,92,34
CFiA5lpgOX4,Tense,Dark,30.98958333333333,277,536.309243697479,199.74658219406464,1,38,89,26
CfKCPYbdmY0,,"Sad,Relaxing/Calm,New-age,Emotional,Dark",30.98958333333333,288,557.6067226890756,200.21724961981255,1,25,94,33
cFo623YQ-Zc,"Passionate,Powerful,Happy,Emotional,Bright,Intense/Grand,Speedy,Epic","Pop-Piano Cover,Upbeat/Energetic",31.48958333333333,445,847.8994376447238,219.2592592592595,1,44,94,42
cGYyOY4XaFs_part_1,"Relaxing/Calm,Sad,Emotional",Classical,39.425,199,302.85351934052,176.90417690417675,1,27,86,33
CHDfexhkP9Q,"Relaxing/Calm,Ballad",Emotional,30.48958333333333,279,549.039972668261,191.23505976095623,1,27,84,29
cHJDMFjjfZk,"Powerful,Passionate,Tense,Epic",Dark,41.22604166666667,295,429.340273391111,195.6925316993264,1,32,97,27
CKLRTUHtE68,"Happy,Playful","Cute,Bright,New-age",30.48958333333333,315,619.883840109327,173.01098901098908,1,14,87,27
CltFsNwc474,,"Tense,Sad,Laid-back,Relaxing/Calm,Mysterious,New-age,Dreamy,Emotional,Dark",30.48958333333333,120,236.14622480355317,112.8674069235794,1,25,85,25
cNlVdgY4lhw,,"Pop-Piano Cover,Emotional",34.07083333333333,201,353.9684480860952,183.3227243793764,1,29,105,32
cOAHOIrEqyA,"Mysterious,Bright,New-age","Laid-back,Dreamy,Emotional",30.98958333333333,442,855.7714285714285,203.28587075575032,1,30,97,27
CPLbc2Mmsxg,Easy,"Bright,Pop-Piano Cover",31.48958333333333,174,331.53820707906056,158.35051546391756,1,50,90,23
cPUqFsO9MbU,"New-age,Emotional",Epic,30.98958333333333,263,509.20336134453777,202.5426021098189,1,16,92,32
Cr9SfgjSs4k,,"Powerful,Passionate,Intense/Grand,New-age,Speedy,Epic",31.48958333333333,360,685.941118094608,182.69402319357704,1,45,105,39
csEtTGH5peY,"Sad,Dreamy","Easy,Laid-back,Relaxing/Calm,Pop-Piano Cover,Emotional",35.072916666666664,166,283.979803979804,155.7643040136637,1,23,87,29
cU5cTr8aHRU,"Passionate,Powerful,Difficult/Advanced,New-age",Intense/Grand,30.55,518,1017.3486088379706,232.15405284370777,1,48,102,40
CWeTS_0mimM,"Relaxing/Calm,Intense/Grand,New-age","Tense,Mysterious,Speedy,Pop-Piano Cover,Dreamy,Emotional",34.677083333333336,371,641.9224992490236,227.6679841897232,1,28,96,36
CwUDna_JuuI,"Emotional,New-age","Relaxing/Calm,Laid-back",30.48958333333333,247,486.0676460539802,138.25701624815352,1,19,94,36
cwXv_E9nI0Q,"Laid-back,Classical","Sad,Emotional,Relaxing/Calm",37.86145833333333,267,423.1215781219908,227.95466810577452,1,21,87,42
CX_mhq0svkc,,Relaxing/Calm,31.48958333333333,232,442.0509427720807,172.26597547602438,1,37,88,23
CY6gMIZcwgc,"Dark,Pop-Piano Cover,Tense",,30.48958333333333,335,659.2415442432525,273.2255797610682,1,22,101,26
cYqEIZYzdK0,"Powerful,Emotional,Epic,Tense,Difficult/Advanced,Speedy,Dark","Passionate,Intense/Grand",34.01875,433,763.6964909057506,212.8078817733998,1,33,90,60
CYQ_jvUw9u8,"Sad,Intense/Grand","Tense,Powerful,Passionate,New-age,Dark,Epic",31.48958333333333,409,779.305325835263,220.5902230232033,1,38,97,37
CZoay0ZrroU,"Dark,Speedy,Classical,Intense/Grand,Difficult/Advanced","Passionate,Tense",30.48958333333333,347,682.8561667236079,246.89971177296596,1,48,95,33
d-qogTk2pcg,Pop-Piano Cover,"Emotional,Relaxing/Calm",42.23020833333333,198,281.3152117609334,101.07233378826274,1,50,83,22
D275cVD7ETQ,Sad,,30.48958333333333,112,220.40314314998292,136.74492218412,1,14,75,22
D9omvlHXJIs,,"Emotional,Relaxing/Calm,Pop-Piano Cover,Sad",31.63020833333333,170,322.4765354849333,161.39772539970332,1,38,81,32
demR2Qupvvk,Easy,"Laid-back,Relaxing/Calm,New-age,Emotional",31.0625,117,225.9959758551308,101.82675309369476,1,31,75,30
dexr2Dq84pw,Mysterious,"Tense,Dark",31.48958333333333,319,607.820046311611,189.9596921949435,1,45,103,38
di0NlW43EEE,"Emotional,Happy,Passionate,New-age",Bright,30.48958333333333,423,832.4154424325249,221.7161186848426,1,31,109,63
dJUhnwrXXFo,"Relaxing/Calm,Dreamy,Emotional",,30.58020833333333,354,694.5668835371462,188.61047835990885,1,24,98,55
dJvEQ5sb9mk,"Tense,Relaxing/Calm,Mysterious,Dreamy","Easy,Sad,Pop-Piano Cover,Emotional,Dark",30.98958333333333,268,518.8840336134454,183.8102329539414,1,24,81,20
DlgAvXf_part_7,"New-age,Tense,Sad,Dreamy,Dark,Mysterious",Relaxing/Calm,39.21041666666667,282,431.5179852292652,220.09935040122275,1,24,78,16
dMbh6k1aFcM,Relaxing/Calm,Emotional,30.98958333333333,215,416.2689075630252,199.1053273688493,1,36,93,30
dMNQl-ZJ3Pk,Tense,"Easy,Classical,Dark,Epic",30.48958333333333,281,552.9757430816536,189.7742525930444,1,54,97,37
dn9izpa0jBs,"New-age,Emotional,Relaxing/Calm,Ballad",,35.77708333333333,183,306.90036685494675,155.39568345323733,1,36,88,29
DnhFyFnhkF8,Relaxing/Calm,"New-age,Dreamy,Emotional",31.48958333333333,264,503.0234866027125,213.63304298960392,1,36,97,30
dqSpAbc4wZw,Mysterious,"Emotional,New-age",30.48958333333333,265,521.4895797745132,215.3981522217335,1,53,94,31
DRcVKXctvXo,"Dark,Sad,Relaxing/Calm,Tense",Emotional,30.853228079166666,332,645.6374661635741,179.29599974792984,1,36,88,22
drRzC-_BClg,Dark,"Dreamy,Emotional",30.48958333333333,212,417.1916638196106,154.75550779150993,1,30,92,30
Ds8SNa_enfQ,"Bright,New-age","Emotional,Laid-back,Relaxing/Calm",35.139583333333334,221,377.3522262405881,164.67873802477797,1,18,82,25
DSa3fNO5PME,"Relaxing/Calm,New-age,Dark","Dreamy,Emotional",43.59697184791667,257,353.69428991057003,208.4550881602997,1,21,79,38
dsc5uFtbIE8,"Pop-Piano Cover,Playful,Easy",,30.48958333333333,246,484.099760847284,162.07792207792244,1,38,84,23
dsW_uA9DPmw,Dark,"Tense,Mysterious",31.060416666666665,192,370.890066402844,206.9461077844311,1,18,99,32
dxSEDpREMXE,"Relaxing/Calm,New-age,Easy",Emotional,30.879166666666663,403,783.0522196734585,197.53883397216063,1,34,88,35
DX_s742hVtY,"Bright,Happy,Ballad","Emotional,Pop-Piano Cover",30.48958333333333,445,875.7089169798429,212.29611041405275,1,38,85,35
DyQmAxcH1Jo,"Pop-Piano Cover,Upbeat/Energetic,Bright",,31.816666666666663,417,786.3803038239917,203.33761232349164,1,28,93,45
D_07C97BdmU,"Tense,Intense/Grand","Passionate,Powerful",30.555208333333333,470,922.9195786315754,254.6559823155564,1,54,104,40
E-SSgrBbR9M,"Relaxing/Calm,New-age","Cute,Bright,Easy",30.48958333333333,352,692.6955927570892,165.339074273412,1,40,91,32
e2hfX_Yr6Wg,Relaxing/Calm,"Cute,Bright,New-age",34.88229166666667,172,295.852121718876,217.9211469534052,1,34,87,23
e6a3g-qmWd4,"Dreamy,Tense,Laid-back,Pop-Piano Cover,Ballad","Emotional,Relaxing/Calm,New-age",31.535416666666663,240,456.6294510140715,171.07607950651146,1,7,84,25
edrUwBpTjUc,"Happy,Emotional","Bright,Pop-Piano Cover",30.98958333333333,468,906.110924369748,252.2061300101045,1,38,101,37
EDyirP_-TO4,"Passionate,Powerful,Dark,Mysterious",Tense,31.48958333333333,336,640.2117102216341,253.3304958501814,1,50,94,54
eEu4eXS9-1E,"Ballad,Easy,Emotional",Relaxing/Calm,40.98854166666666,165,241.53091565224025,84.73080317740506,1,42,85,12
eHtzkc4ODV4,,"Dark,Mysterious,Tense",30.48958333333333,468,920.9702767338572,218.9321266968337,1,23,87,49
EJG_4hErnGA,"Upbeat/Energetic,Classical,Epic",,31.069791666666667,301,581.2720018774936,133.75907111756177,1,31,81,22
eJLw1w3odcg,"Sad,Ballad,Emotional",,31.544791666666665,250,475.5143149621901,198.27882960413044,1,23,94,33
ekQHg1aAS_Q,"Sad,Emotional",Relaxing/Calm,30.98958333333333,197,381.418487394958,186.962401947525,1,14,81,30
eLh5bSjIiZY,,Pop-Piano Cover,31.48958333333333,211,402.0377108832286,223.60957059103143,1,26,70,11
eMXobkEO3Qw,"New-age,Dreamy",Relaxing/Calm,30.98958333333333,200,387.2268907563025,234.8145128414184,1,14,82,26
en8drS2nATM,Epic,Passionate,41.934041666666666,324,463.5851739388345,216.5500370942196,1,44,114,45
EpEzW6Tk0Gg,,"Bright,Cute,Classical,Easy",30.98958333333333,259,501.45882352941175,179.43925233644913,1,51,86,23
EPFegHtBh3M,"Ballad,Mysterious","Dreamy,Laid-back",31.48958333333333,181,344.87595104201125,179.51914514692783,1,42,100,42
eQ80hEW1_E4,"Pop-Piano Cover,Upbeat/Energetic",Bright,30.48958333333333,309,608.0765288691493,208.728533165275,1,31,86,30
ER9ZS5cQEng,"Laid-back,Emotional,Easy,Bright","Happy,Relaxing/Calm,Pop-Piano Cover",39.40208333333333,166,252.77851213451063,156.58720200752825,1,44,95,26
ErMz2iLLm4w,Relaxing/Calm,"Sad,Emotional",32.23229166666667,176,327.62175613224315,177.53424657534242,1,45,86,26
EsrZ4tHcNl0,"Emotional,Relaxing/Calm","New-age,Sad",37.21875,184,296.624685138539,153.29341317365297,1,15,91,29
eTXBPtkqCz0,"Relaxing/Calm,Intense/Grand,Laid-back","Dreamy,Emotional",30.569791666666667,236,463.20237162231234,126.84430742127282,1,41,88,37
etYLj9jQXoI,"Relaxing/Calm,New-age","Dreamy,Emotional",38.328125,165,258.29596412556054,151.15906108762212,1,32,91,37
ewBeNC7D0TU,,"Powerful,Difficult/Advanced,Passionate,Intense/Grand,Speedy,Epic",40.173125000000006,518,773.6515394309006,208.09565098343413,1,45,107,48
Ex1RWBV_part_10,"Emotional,Relaxing/Calm,Dreamy,Sad,Laid-back",New-age,39.49479166666666,151,229.39733614664385,137.57961783439512,1,34,80,27
ex8B0vMmY_0,New-age,"Emotional,Relaxing/Calm",34.25729166666667,188,329.2729650013683,174.47936387731917,1,46,94,26
EYKay3PRdhI,"Laid-back,Easy","Emotional,Relaxing/Calm",42.71041666666667,158,221.9599043949076,186.57243816254484,1,44,88,30
EyP5Z5NfWz0,"Relaxing/Calm,Pop-Piano Cover,Emotional,Tense",Dark,30.48958333333333,207,407.3522377861292,221.60159589626676,1,39,77,15
e_vjd8mxU1k,"Relaxing/Calm,Epic,Intense/Grand,Speedy,Tense","Passionate,Pop-Piano Cover",31.555208333333333,471,895.5732347406991,198.30985915492923,1,30,94,33
F0hvKKCo9Zw,"Passionate,Dark,Tense","Intense/Grand,Classical",30.48958333333333,334,657.2736590365563,209.8906819364917,1,38,91,39
f12QBYlCafw,Pop-Piano Cover,,31.448958333333334,393,749.7863601735615,223.3588772966484,1,29,89,34
F1V4VJF_part_8,New-age,Emotional,41.70625,171,246.00629402068031,227.42596810933944,1,17,101,39
fEL_J9zVfXE,"Easy,Cute","Bright,Classical,Happy",31.48958333333333,128,243.89017532252728,133.84972889233148,1,66,94,21
FF5TNnyYWrE,"Powerful,Intense/Grand,Mysterious,Epic",Emotional,43.782291666666666,410,561.870999976208,184.93455174117025,1,36,102,48
fHmE7tNKXks,,"Easy,Laid-back,Relaxing/Calm,Pop-Piano Cover,Emotional",31.48958333333333,173,329.6328150843533,166.47398843930625,1,16,81,24
fHSue4hB2d4,"Emotional,Relaxing/Calm,Easy",Pop-Piano Cover,32.33020833333333,265,491.80010954667006,192.94581280788185,1,21,80,19
fiooocF_part_14,,"Emotional,Classical,Relaxing/Calm",36.3590625,165,272.2842482531006,191.02365686491268,1,23,89,24
fk32QFqYMMs,"Happy,Bright","Relaxing/Calm,Easy,New-age",31.08333333333333,337,650.5093833780162,197.6664378860668,1,21,75,29
flIPbYbKaM4,"Dreamy,Laid-back","Emotional,Relaxing/Calm",38.1,198,311.81102362204723,171.19697379086728,1,27,88,34
FLT2N_OrnmM,"Dreamy,Mysterious,Relaxing/Calm,Pop-Piano Cover",Emotional,31.48958333333333,300,571.6175984121734,213.5287190893628,1,36,88,28
FLwoZ68k_iY,"Relaxing/Calm,Pop-Piano Cover",Emotional,36.15466666666666,155,257.22820474996314,175.8843072112565,1,37,92,31
flYf_Ivq6sI,,,31.48958333333333,221,421.091630830301,143.730505302558,1,42,88,31
fplDWbdUGfk,,"Emotional,Relaxing/Calm,Dreamy,New-age",31.48958333333333,255,485.87495865034737,195.0690869683016,1,22,97,21
fPrzWeUDsn8,Mysterious,"Dark,Tense",31.48958333333333,239,455.38868673503146,197.66926431686576,1,59,92,26
Fp_UtmDu-ZQ,"Dark,Pop-Piano Cover,Easy,Laid-back,New-age","Emotional,Relaxing/Calm,Sad",33.66041666666666,186,331.5466980256236,183.67346938775475,1,10,91,32
FRb7F-kN2Vo,"Emotional,New-age,Relaxing/Calm,Easy,Mysterious",Laid-back,31.525,197,374.9405233941317,157.50946571308313,1,49,94,31
fSW-K72HLHQ,"Emotional,Easy,New-age",Sad,31.58020833333333,297,564.2774680872119,156.19524405506883,1,36,103,35
FwhBwcLkqtk,"New-age,Laid-back,Ballad","Emotional,Relaxing/Calm",30.63958333333333,248,485.646290881893,200.7468259895448,1,57,96,29
fXCR9we_part_1,,"Emotional,Pop-Piano Cover",31.48958333333333,122,232.45782335428385,189.4390644984469,1,30,69,19
fXCR9we_part_2,"Easy,Laid-back,Pop-Piano Cover,Sad,Emotional",Relaxing/Calm,30.48958333333333,181,356.187222412026,169.1984892992027,1,25,76,21
fXCR9we_part_4,"Happy,Easy","Relaxing/Calm,Pop-Piano Cover,Emotional",32.58645833333333,203,373.7748937122399,163.10349709755062,1,32,89,26
fXgFW7MXF3A,Relaxing/Calm,"Pop-Piano Cover,Emotional",30.98958333333333,198,383.3546218487395,191.7985677142728,1,38,87,22
g0TG9pAcSA4,"Emotional,Laid-back",Relaxing/Calm,41.71041666666667,184,264.6820838119974,140.1081081081083,1,23,78,40
G3CLOSufgbU,"Laid-back,Dreamy,Mysterious",,31.48958333333333,132,251.51174330135623,98.36695485110472,1,40,86,25
GASe1-RrpQE,"Relaxing/Calm,Pop-Piano Cover,Sad",Emotional,32.73125,234,428.9478709184648,160.41589305607127,1,18,85,34
gb2vlScadQU,,"New-age,Emotional,Relaxing/Calm",30.98958333333333,248,480.1613445378151,249.03466269101745,1,42,92,34
gcZ2ZJmXefs,Laid-back,"Relaxing/Calm,Emotional",30.98958333333333,266,515.0117647058823,211.8759852863893,1,47,90,26
GD2CxbM_part_3,"Sad,Emotional,Mysterious","New-age,Relaxing/Calm,Dreamy",30.98958333333333,366,708.6252100840336,195.58573853989856,1,24,94,31
Gg290v572Zw,"Passionate,Speedy,New-age,Upbeat/Energetic,Pop-Piano Cover","Intense/Grand,Emotional",31.589583333333334,331,628.6882543032381,249.4090111176125,1,48,97,30
gHE6mcpLUL0,Dreamy,"Emotional,Pop-Piano Cover",31.972916666666663,447,838.8349514563106,180.36854149102743,1,23,86,30
GMZEiR1CjqY,,"Pop-Piano Cover,Emotional",30.48958333333333,305,600.2049880423642,177.72553629150775,1,21,86,32
gr5Dbe2ASyw,,"Emotional,Classical,Relaxing/Calm,Sad",31.48958333333333,205,390.6053589149851,132.75713050993983,1,40,98,39
GSQXbXN_part_2,"Dark,New-age,Mysterious",Relaxing/Calm,31.01458333333333,499,965.35232081682,177.71980433964637,1,29,76,39
GtpEU63S8bE,"Relaxing/Calm,Easy,Cute","Bright,Classical,Happy",31.519791666666663,191,363.5810833140553,145.0272765421734,1,57,93,26
GtSBRsZ_part_9,"Relaxing/Calm,Laid-back","New-age,Emotional",30.510416666666668,306,601.7616934107203,207.4274139095204,1,14,89,29
gV4hSvDr_qA,Dark,"Emotional,Relaxing/Calm,Sad",30.98958333333333,175,338.8235294117647,145.51939366919314,1,37,87,29
GVdKRnwlo1U,"Laid-back,Easy","Relaxing/Calm,Emotional,New-age",37.06041666666667,194,314.0817359042104,157.95246800731277,1,28,74,25
GVWyVlsdEvg,"Tense,Difficult/Advanced,Intense/Grand,Speedy,Emotional,Epic","Powerful,Passionate,Pop-Piano Cover",30.98958333333333,501,970.0033613445378,206.9770923790992,1,46,110,46
GWhicpU7LV8,"Passionate,New-age",Epic,31.560416666666665,417,792.7651990230379,205.4208273894438,1,25,96,40
gwn3jzfTJ5k,"Easy,New-age,Relaxing/Calm,Emotional",,30.48958333333333,122,240.0819952169457,92.86237725340771,1,55,90,30
GWypkJpChEE,"Dark,New-age",Tense,30.48958333333333,215,423.0953194396994,187.99729483372045,1,51,80,13
Gx2gcBDbrsE,"Difficult/Advanced,Speedy,Cute","Upbeat/Energetic,Laid-back",31.48958333333333,436,830.7509096923586,177.56699075171915,1,47,102,60
gXZ53GhtUIA,Relaxing/Calm,"Emotional,New-age",42.86979166666666,191,267.3211031466408,213.36155576134425,1,15,86,32
gYO61_Pm-lY,"Sad,Dreamy","Emotional,Pop-Piano Cover,Relaxing/Calm",30.48958333333333,200,393.5770413392552,172.2259136212624,1,25,81,27
gz1iO2k-DLQ,New-age,"Relaxing/Calm,Bright,Emotional",30.98958333333333,325,629.2436974789915,180.87611869995305,1,32,88,35
Gz661U_nhFQ,"New-age,Emotional",,30.98958333333333,272,526.6285714285714,181.5316734951153,1,49,109,33
gZghE6DgAtg,Emotional,Relaxing/Calm,40.64375,151,222.91250192218976,174.64167585446552,1,35,83,26
g_wBElwbPRE,"Tense,Dark,Emotional",Classical,31.48958333333333,233,443.956334766788,222.11264934572336,1,39,94,29
h-yPQmvJsXs,"Emotional,New-age,Powerful,Epic",,37.25416666666666,251,404.2500838832346,236.60860992441664,1,11,110,23
H4doCoK5sac,"Powerful,Pop-Piano Cover,Difficult/Advanced",,31.58020833333333,433,822.6671504436456,164.99722786915515,1,20,97,38
h8HRlcL_XuA,"Epic,Emotional,Pop-Piano Cover,Passionate",,31.53020833333333,264,502.37536753774486,170.4562268803946,1,25,90,46
H8sTGx4SQmI,"Relaxing/Calm,Dreamy","New-age,Emotional",31.296875,184,352.75087368946583,195.5601984852442,1,28,89,34
HAwkVqpWJaI,"Dreamy,Easy,Sad","Classical,Mysterious",30.98958333333333,356,689.2638655462184,166.86583378598596,1,46,82,36
hBR6aKWCx_A,"Pop-Piano Cover,Dreamy,Sad,Easy,Laid-back,Relaxing/Calm",Emotional,37.82708333333333,204,323.5776835380294,208.4571428571432,1,15,76,26
HcN5vQbmUiQ,"Intense/Grand,Pop-Piano Cover,Emotional",,30.98958333333333,404,782.198319327731,217.90668348045395,1,32,107,43
HEa4-NzLAxA,Relaxing/Calm,"Emotional,Pop-Piano Cover",30.569791666666667,289,567.2266330459672,244.36841384973343,1,12,83,47
hk4e6tkg8sc,Dreamy,"Emotional,Relaxing/Calm,Pop-Piano Cover",30.48958333333333,213,419.1595490263068,181.70347003154572,1,45,82,32
hkAE0hXG9Pw,"New-age,Easy","Emotional,Relaxing/Calm",30.48958333333333,411,808.8008199521695,232.92333614153455,1,30,97,18
Hkess_skihA,"New-age,Relaxing/Calm",Emotional,30.98958333333333,222,429.8218487394958,183.43949044585975,1,38,86,28
hoQtG4yZwu4,"Easy,Laid-back,Dark",,31.48958333333333,188,358.21369500496195,186.20689655172416,1,21,81,19
hOxGbi0Rdzs,,"New-age,Emotional,Relaxing/Calm",31.085416666666667,179,345.4996313919978,168.10300429184556,1,30,104,30
hqj3ghATXO8,"Dreamy,Relaxing/Calm","Emotional,New-age",30.98958333333333,263,509.20336134453777,257.3101444246868,1,25,90,37
HQtdUmVB2_4,"Tense,Dreamy,Sad,Laid-back","Mysterious,Emotional,Dark",31.48958333333333,198,377.2676149520344,187.57123473541375,1,20,94,49
hSDJAqusS_Y,"Relaxing/Calm,New-age",Emotional,30.98958333333333,292,565.3512605042016,226.7397722479965,1,28,78,31
HUQg_kWYYKM,"Classical,Bright",Upbeat/Energetic,30.48958333333333,377,741.8927229244962,210.66540821142044,1,68,89,46
hvnS79kC0jk,"Powerful,Emotional","Passionate,Pop-Piano Cover",38.91458333333333,283,436.3402751753306,193.72197309417027,1,31,103,41
hWhIC0Ac9KM,"Relaxing/Calm,Dreamy,New-age,Mysterious",Emotional,33.940625,311,549.783629500046,217.29541497388283,1,22,69,33
hX40g0lu-AA,"Laid-back,New-age,Easy","Emotional,Relaxing/Calm",31.78645833333333,192,362.4184827134197,177.7016025366355,1,27,92,35
HyPb-hMlIes,"Passionate,Mysterious,New-age,Dreamy,Bright",Intense/Grand,37.055875,391,633.0979905345644,208.00231113678976,1,38,113,52
hyRlESJ0LKg,New-age,"Dreamy,Emotional",31.05,515,995.169082125604,210.9890109890111,1,22,95,36
HZrLsImjFKU,"Emotional,Easy","Laid-back,New-age,Relaxing/Calm",30.48958333333333,156,306.9900922446191,171.38606496404654,1,17,74,24
HzvN0VCoy6U,"Bright,Intense/Grand,New-age",Emotional,31.519791666666663,392,746.1978254403648,173.5985533453888,1,32,85,27
i2Awa76mNIE,"Playful,Speedy,Upbeat/Energetic",,30.48958333333333,354,696.6313631704818,189.8205785426584,1,48,92,23
i3lWP-7lmZY,"Sad,Relaxing/Calm",Emotional,31.48958333333333,208,396.3215348991069,92.05479452054796,1,34,91,36
I73u0qubCLA,"Passionate,Epic",Upbeat/Energetic,31.025,380,734.8912167606769,223.0911102914053,1,41,92,35
i83CfcEp5Qo,,"Sad,Relaxing/Calm,Mysterious,New-age,Dreamy,Emotional,Dark",31.519791666666663,116,220.8136422221488,128.41507904337243,1,22,91,24
iBPt_x9Juxs,"Tense,Dreamy,Emotional",Mysterious,30.569791666666667,310,608.4437932326985,184.90589790394617,1,54,106,33
iFneeRB9ehQ,"New-age,Easy,Sad,Laid-back,Emotional,Relaxing/Calm",Dark,30.48958333333333,151,297.1506662111377,187.9148936170213,1,17,73,27
iFuKgs6KpIg,"New-age,Relaxing/Calm",Emotional,32.23125,193,359.2786503781268,164.75562740952637,1,26,81,28
iIKktkNx-K0,"Relaxing/Calm,Laid-back,Tense","Dreamy,Mysterious",30.98958333333333,153,296.2285714285714,127.12113781265316,1,30,89,25
IIu6FF7KPMM,"Pop-Piano Cover,Emotional",Intense/Grand,30.98958333333333,282,545.9899159663865,204.88498932890693,1,34,101,50
iIVn9bCBIms,"Relaxing/Calm,Tense,Mysterious",Emotional,30.490625,236,464.4050425335656,205.561338289963,1,25,90,26
Ij28m7gU3FU,Pop-Piano Cover,"Emotional,Relaxing/Calm",32.135416666666664,336,627.3452188006482,183.4394904458599,1,24,80,39
IJyoDnq8qJs,"Easy,Laid-back,Pop-Piano Cover,Ballad","Emotional,Relaxing/Calm",41.475,157,227.124773960217,62.59721382626829,1,41,85,19
inghUPf_part_1,"New-age,Pop-Piano Cover,Passionate",,31.43958333333333,457,872.1489629580545,225.21235000674156,1,38,93,55
inghUPf_part_3,"Passionate,Relaxing/Calm,Happy,Bright,New-age,Pop-Piano Cover",Emotional,31.48958333333333,390,743.1028779358253,242.07033842070368,1,40,93,51
Ipn3tjQZr-A,"Relaxing/Calm,Pop-Piano Cover",Emotional,37.33958333333333,249,400.1115884617531,204.61811722912967,1,42,96,46
IPofmVZKVz4,Emotional,"Dreamy,Relaxing/Calm",37.56085403125,185,295.5204370690024,206.2954906680228,1,31,83,24
