Title,Genre,Length (s),Note Count,Avg Notes/Min,BPM,Tempo Changes Count,Min Velocity,Max Velocity,Unique Pitches Count
"Clothed Woman - Live At Maybeck Recital Hall, Berkeley, CA  January 20, 1991",Jazz,197.19921875,1417,431.1376106808232,218.2593250444078,1,29,109,66
Clothed Woman,Jazz,187.19921875,1618,518.5919078521795,199.48051948052392,1,30,104,68
"Clothes Line Ballet - Live At Maybeck Recital Hall, Berkeley, CA  August 8, 1993",Jazz,313.27994791666663,3289,629.9158350616586,213.57199936071996,1,22,101,69
Cloudy,Jazz,135.69921875,1466,648.1982785917844,183.2681998962477,1,22,89,64
Cognac Logic,Jazz,191.96875,949,296.6107764935699,176.67479958173604,1,13,99,70
Come Rain Or Come Shine,Jazz,304.1796875,2480,489.18453833311935,190.2063871388195,1,17,94,67
Come Sunday - Live,Jazz,291.6796875,2076,427.04379268782645,199.7991784573228,1,22,102,67
Come Talk to Me,Jazz,340.0208333333333,3006,530.4380859015992,223.3089610610405,1,18,99,53
Complainin',Jazz,160.61328125,1616,603.6860665904613,211.21987283749928,1,16,90,60
"Con Alma - Live At Maybeck Recital Hall, Berkeley, CA  July 10, 1994",Jazz,344.1692708333333,4009,698.900280718215,221.00719424462207,1,26,102,68
Con Alma,Jazz,183.56640625,1528,499.43778860681374,204.70423193827483,1,22,95,67
Consolation (A Folk Song),Jazz,308.0638020833333,2406,468.60422751307095,190.0881934566149,1,15,88,69
"Contemplation - Live At Maybeck Recital Hall, Berkeley, CA  August 1990",Jazz,330.21875,3020,548.7271694899214,207.438683638622,1,16,102,74
Convocation Of The Winds,Jazz,270.03385416666663,3496,776.7914902645309,206.70807453416128,1,17,99,72
Cool Walk,Jazz,212.5,2287,645.7411764705882,195.2542372881344,1,26,100,71
Corcovado,Jazz,298.65234375,3452,693.5154012164018,211.00990099010053,1,19,99,73
Cottage For Sale,Jazz,227.31901041666663,2909,767.8196367302285,194.6897931954646,1,25,109,75
"Country Fair - Live At Maybeck Recital Hall, Berkeley, California  October 18, 1992",Jazz,313.2890625,3122,597.9142664771451,219.4967381174243,1,19,107,82
Coventry Carol,Jazz,318.08463541666663,2112,398.3845363483416,200.4175365344487,1,8,98,73
Crawdaddy,Jazz,293.89322916666663,2431,496.30268929156887,231.4278117521937,1,23,102,52
Crazy Rhythm,Jazz,174.27994791666666,2576,886.8490141728989,212.5528869094921,1,20,95,62
Creole Love Call,Jazz,233.6692708333333,1333,342.27863901302817,184.4429619746507,1,33,105,51
Crepuscule with Nellie  Reflections,Jazz,286.9192708333333,1549,323.92386795792225,194.05819295559172,1,12,100,77
Crepuscule With Nellie,Jazz,177.97916666666666,1064,358.69366732997776,164.6694460988691,1,17,106,71
Crescent - Alternate Take,Jazz,294.36197916666663,3543,722.1720705976026,211.06291256904169,1,15,104,77
Crescent,Jazz,299.8294270833333,3387,677.7853727596855,216.3030106830664,1,18,106,80
Cubano Chant - Live,Jazz,303.1692708333333,3736,739.3889208620735,208.53824106200196,1,20,102,77
Curse Of An Aching Heart,Jazz,232.8294270833333,3507,903.7517406452552,215.36064807602529,1,16,95,68
Curses Of An Aching Heart Number 2,Jazz,222.4388020833333,3095,834.8363606563134,210.87782554430305,1,22,95,70
Daisy,Jazz,311.63932291666663,2263,435.6959793431075,172.58426966292112,1,12,91,60
Dance By The Sea,Jazz,308.3098958333333,2238,435.5358093098293,186.39101123595384,1,12,98,61
Dance in Plaid,Jazz,156.93489583333331,1078,412.145429201998,180.06394316163363,1,27,100,49
Dance of the infidels,Jazz,222.5,1811,488.3595505617977,210.0789058390329,1,25,101,76
Dance of the Sugar Plum Fairy,Jazz,226.29947916666663,2228,590.7216423664254,203.720455704813,1,12,100,70
Dance,Jazz,271.12109375,1902,420.9189274857003,216.73469387755097,1,25,95,46
Dancer's Call,Jazz,195.15104166666663,1599,491.61920520964,176.9585253456226,1,26,102,50
Dancing In The Dark,Jazz,224.19791666666663,2338,625.6971611764159,206.1987753179396,1,18,103,76
Dancing Mystic Poets at Dawn,Jazz,336.6497395833333,2868,511.1544129307245,226.13176297386943,1,25,104,70
Dancing Mystic Poets at Midnight,Jazz,259.0989583333333,2027,469.3959434739784,186.4354718850628,1,28,101,61
Dancing Mystic Poets at Twilight,Jazz,198.5390625,2199,664.554361940739,225.8823529411778,1,35,103,72
Dancing on the Ceiling - Remastered,Jazz,304.74609375,2151,423.5000961353586,180.27555706752744,1,13,100,79
Danny Boy,Jazz,248.9622395833333,2302,554.7829270461237,202.06306118187345,1,19,106,74
Dardanella,Jazz,167.47135416666666,2378,851.9665987653362,206.7173785839681,1,17,106,65
Dark One - for Miles Davis,Jazz,323.0989583333333,1601,297.3082937051665,171.25085574572114,1,9,107,75
Darkest Before the Dawn,Jazz,121.41276041666666,926,457.6125261408119,193.20754716981185,1,11,91,57
"Darn That Dream - Live At Maybeck Recital Hall, Berkeley, CA  April 1990",Jazz,364.3997395833333,2286,376.39982991434977,198.2623178348377,1,17,105,77
"Darn That Dream - Live At Maybeck Recital Hall, Berkeley, CA  August 9, 1992",Jazz,309.9895833333333,2988,578.3420141805841,187.9319606087741,1,21,105,78
Darn That Dream,Jazz,242.5,1062,262.7628865979381,188.5519436235496,1,23,105,70
Dat Dere - Live,Jazz,293.7395833333333,3017,616.2601510691869,200.78431372549448,1,24,108,61
Day Dream,Jazz,337.40885416666663,3346,595.0051325589474,208.20702402957536,1,29,96,72
Days With Julia,Jazz,124.95963541666666,651,312.5809375944316,177.9150579150581,1,12,81,67
Deacon's Blues,Jazz,206.01953125,1573,458.1119053487799,165.56927913766054,1,37,97,56
Dear Oscar,Jazz,247.19921875,3144,763.1092078441287,220.3973509933858,1,19,103,76
Deep In A Dream,Jazz,212.12890625,1230,347.9016665132124,182.13438735178207,1,17,99,62
Deep Purple,Jazz,300.6692708333333,3099,618.4203642914679,198.0773739742104,1,21,93,73
Deliberation,Jazz,299.3098958333333,2740,549.2634967590378,215.083451202264,1,27,104,67
Derivado 3,Jazz,115.88932291666666,594,307.53480219767874,208.4342379958249,1,11,104,31
Desafinado - Live in Berlin  2018,Jazz,279.4296875,2394,514.047026588755,217.7007874015737,1,29,100,61
Desafinado,Jazz,347.11588541666663,2881,497.98930922595054,206.67706708269003,1,14,91,66
Desiring,Jazz,286.12890625,1551,325.2380237272864,189.89910473213095,1,17,101,36
"Detour Ahead - Live At Maybeck Recital Hall, Berkeley, CA  November 1989",Jazz,257.94921875,1980,460.5557658817294,197.01328447091257,1,13,98,71
Diamond Stud,Jazz,181.04947916666663,1311,434.4668670799592,191.9999999999985,1,24,103,55
Dinah (Take 1),Jazz,139.5859375,1310,563.0939721273857,215.18345563709087,1,14,104,64
Dinah (Take 2),Jazz,145.67317708333331,1381,568.8075296977933,216.04355716878237,1,19,105,67
"Dinah - Live At Maybeck Recital Hall, Berkeley, CA  August 8, 1993",Jazz,275.90885416666663,3430,745.8984983341043,219.6676654862436,1,26,104,67
Dites-Moi,Jazz,272.3098958333333,1596,351.6581713159984,173.73549883990682,1,13,96,65
Dixieland Band,Jazz,185.3294270833333,2355,762.4261415132121,209.56445688297924,1,24,88,64
"Django - Live At Maybeck Recital Hall, Berkeley, CA  1990",Jazz,372.6901041666666,3846,619.1739394744013,199.22570502112717,1,26,111,76
Django - Remastered,Jazz,312.6809895833333,2085,400.088282203224,192.09235209234876,1,14,108,76
Do Do Do,Jazz,292.0390625,2798,574.8546052807576,210.1337657073362,1,17,93,66
Do Nothin' Till You Hear From Me,Jazz,217.8828125,2106,579.9447810964897,199.75723946592692,1,14,91,65
Do Nothing Till You Hear From Me,Jazz,293.1809895833333,3139,642.4018155736067,203.68582114926912,1,21,95,65
Doin' the Voom Voom,Jazz,197.359375,2612,794.0843955347952,219.304249291785,1,30,100,63
"Don't Ask Why - Live At Maybeck Recital Hall  Berkeley, CA",Jazz,317.9895833333333,2803,528.8852491237266,197.9470947320873,1,14,104,69
Don't Explain,Jazz,321.02994791666663,2081,388.9356765942949,177.23076923077016,1,18,105,70
Don't Forget 127th Street,Jazz,206.1341145833333,2318,674.706369108906,206.2454811499391,1,20,99,57
Don't Get Around Much Anymore,Jazz,185.4296875,1640,530.6593638087213,219.47211748362608,1,17,93,55
Don't Let It Bring You Down,Jazz,120.859375,1030,511.3380736910149,179.05576063726434,1,19,97,37
Don't Smoke Anymore,Jazz,310.81901041666663,3023,583.5550398183562,187.96049806784143,1,22,105,76
Don't Worry 'Bout Me,Jazz,250.5794270833333,2639,631.8954506482371,195.3922261484109,1,21,97,71
Donna Lee,Jazz,196.1692708333333,2277,696.4393527061292,195.0952613580852,1,27,103,72
Doodlin',Jazz,145.48958333333331,1307,539.0076609150141,206.87617668356305,1,20,92,58
Double Duke Pt. 1,Jazz,177.31901041666666,1567,530.2307957791469,207.50310559006056,1,23,100,58
Double Scotch,Jazz,295.94921875,1980,401.4202183123688,160.73250490516634,1,19,101,50
Downstairs Jam,Jazz,161.18619791666666,1252,466.0448659434046,194.11535968891675,1,19,103,64
Dr. Chu Chow,Jazz,364.01953125,3884,640.185429610791,204.37364228819263,1,25,102,82
Dream a Little Dream of Me,Jazz,158.6796875,2082,787.2463197282261,209.7447061151784,1,27,90,68
Dream,Jazz,185.9388020833333,1183,381.7385032317701,192.2107574094394,1,8,96,67
Dreamsville,Jazz,237.5,1694,427.9578947368421,193.22515952598025,1,19,104,73
"Drop Me A Line - Live At Maybeck Recital Hall, Berkeley, CA  October 30, 1994",Jazz,332.5,3344,603.4285714285714,220.02520061012177,1,19,105,77
Drop Me Off in Harlem,Jazz,213.15625,1483,417.4402580266823,184.36096910424547,1,28,99,52
"Du, Du, Liegst Mir Im Herzen",Jazz,297.53515625,1439,290.1841956701545,130.2119334854904,1,16,103,70
Duet -  Charles - Live in Paris  2018,Jazz,184.6888020833333,1210,393.09367531249785,214.141135972462,1,36,102,74
Duke In Blue,Jazz,201.7591145833333,1011,300.6555620809159,169.0055014811688,1,18,101,59
Duke's Delight,Jazz,150.11197916666666,948,378.9171278385927,198.8492520138069,1,32,108,36
Dusk In Sandi - Live,Jazz,342.5,2970,520.2919708029198,213.0128279209552,1,28,103,73
Dusk In Sandi,Jazz,216.38671875,1139,315.82344976983484,174.38032166508506,1,29,93,61
Dust (Reprise),Jazz,319.06901041666663,2164,406.9339100981453,199.91323210412244,1,23,104,64
Déjà Vu,Jazz,323.3645833333333,1424,264.22188577134943,157.29646697388458,1,30,103,67
Earth Birth,Jazz,284.69921875,1712,360.8018330749283,211.4479945615217,1,24,99,73
East Village Invention,Jazz,302.5390625,3836,760.7612653324726,217.29573669521645,1,11,98,64
Easter Parade,Jazz,168.41927083333331,1873,667.2633092635258,206.86868686868655,1,13,91,66
"Easy Living - Live At Maybeck Recital Hall, Berkeley, CA  January 20, 1991",Jazz,237.13932291666663,1368,346.1256403639299,180.8240680183122,1,25,95,65
Easy Street,Jazz,227.359375,1698,448.1011614322039,185.11742892459776,1,12,98,56
Easy to Love (Live),Jazz,359.6692708333333,2827,471.5999218031613,194.9238578680194,1,14,99,61
"Easy To Love - Live At Maybeck Recital Hall, Berkeley, CA  May 9, 1993",Jazz,366.5677083333333,4177,683.6936104914679,202.5989252564727,1,9,105,73
Easy To Remember,Jazz,305.7890625,2123,416.5616616846785,194.7590870667782,1,20,95,73
Eccentricity,Jazz,213.10807291666663,3207,902.9221529080388,218.50368809272948,1,8,90,74
"Echo Of Spring - Live At Maybeck Recital Hall, Berkeley, CA  August 8, 1993",Jazz,362.5,3302,546.5379310344828,203.2642258491412,1,23,100,64
Echoes of Harlem,Jazz,286.35807291666663,2505,524.8673399326128,198.854452726559,1,27,109,73
Effendi,Jazz,240.0,3103,775.75,224.41558441558095,1,24,104,81
Elbow Room - for John Coltrane,Jazz,320.72265625,2928,547.7629864198283,203.89380530973364,1,21,102,75
Elegy,Jazz,214.62890625,3188,891.2126672126672,215.01312335957897,1,28,93,74
"Elephant Blossom Blues - Live At Maybeck Recital Hall, Berkeley, CA  1993",Jazz,288.19921875,3226,671.6187533037855,224.2335766423334,1,18,105,70
Elite Syncopation - Instrumental,Jazz,153.109375,1543,604.6657822226758,214.59779847586725,1,27,98,66
Elves,Jazz,271.125,1637,362.268326417704,210.8541545613011,1,12,103,65
Emaline,Jazz,234.47916666666663,3507,897.3931585961794,196.57546337157865,1,13,105,82
"Embraceable You - Live At Maybeck Recital Hall, Berkeley, CA  October 24, 1993",Jazz,242.5,1987,491.62886597938143,201.77921179995408,1,14,97,69
Embraceable You,Jazz,292.5,2181,447.38461538461536,189.8249227600426,1,13,97,65
Emily,Jazz,257.4661458333333,1743,406.1893250528488,200.6692642677052,1,17,97,69
Enchanted Flower,Jazz,374.515625,2661,426.3106512578747,180.60470324748184,1,18,104,47
Epistrophy,Jazz,294.01953125,2508,511.8027341933598,226.6552609067569,1,31,102,72
Equinox,Jazz,129.54947916666666,857,396.9139847629003,189.75978037062552,1,33,94,67
"Erroll's Theme - Live At Maybeck Recital Hall, Berkeley, CA  1993",Jazz,372.9127604166666,4532,729.1785877645367,188.52367688022312,1,25,105,77
Escapade,Jazz,204.75390625,2389,700.0599042295438,207.08250943735368,1,21,97,66
Espanola,Jazz,235.8294270833333,2033,517.2382493084581,204.89485873089535,1,17,102,52
Estate,Jazz,314.40625,1829,349.03886293608986,191.52119700748156,1,20,97,68
Etude Op. 2 No. 1,Jazz,348.01953125,2556,440.6649231701705,189.5977831891855,1,13,97,66
Ev'ry Time We Say Goodbye,Jazz,320.5989583333333,1660,310.6685078385184,171.15650852608331,1,18,96,63
Evc,Jazz,386.8190104166666,3533,548.0082268233489,215.9758955473685,1,22,105,71
Everything but You,Jazz,254.57421875,2393,564.0005523929354,199.86838169309223,1,18,100,74
Everything Happens To Me (Re-Take 1),Jazz,316.37369791666663,2203,417.797057310423,174.66574776016563,1,14,101,72
Everything Happens To Me (Take 3),Jazz,207.0794270833333,1586,459.5338191741545,191.54888848725687,1,23,102,72
"Everything Happens To Me - Live At Maybeck Recital Hall, Berkeley, CA  January 9, 1994",Jazz,332.5,3051,550.5563909774436,203.97585513078323,1,14,102,71
Everything Happens To Me,Jazz,337.3489583333333,2015,358.3826095011657,183.7783375314853,1,19,102,68
Everything I Have Is Yours,Jazz,342.8997395833333,4001,700.0880207482903,203.94393902139151,1,11,91,77
"Everything I Love - Live At Maybeck Recital Hall, Berkeley, CA  October 24, 1993",Jazz,336.11979166666663,2209,394.32370031765714,203.28344099574693,1,9,99,64
Everything's Cool - Instrumental,Jazz,192.33984375,2233,696.5795406080546,205.64366632337664,1,26,98,71
Everytime We Say Goodbye,Jazz,385.5,3190,496.49805447470817,204.7810387927038,1,13,100,63
Evidence,Jazz,235.8671875,1467,373.17611208638334,205.08045190003625,1,22,103,73
"Exactly Like You - Live At Maybeck Recital Hall, Berkeley, CA  November 1989",Jazz,349.9895833333333,4322,740.9363373909938,205.45558477192284,1,21,100,69
Excerpt from Canonic Passacaglia,Jazz,298.25,2691,541.357921207041,203.8463329452856,1,20,106,68
Exile's gate,Jazz,382.71484375,3123,489.6073488134728,201.548679734335,1,18,102,73
Fair Weather,Jazz,252.93229166666663,1587,376.4643864670634,202.6212765957422,1,35,106,68
Fall,Jazz,236.2825520833333,1099,279.07265863940705,158.30106183635178,1,28,102,67
Fantasy,Jazz,244.859375,2315,567.2643736838746,228.3700440528648,1,18,105,82
Fee Fi Fo Fum,Jazz,276.8059895833333,2263,490.52406779342107,182.43337195828389,1,16,104,71
Fine And Dandy,Jazz,181.2591145833333,2594,858.6602685209797,215.3271028037359,1,11,96,67
Fire and Rain,Jazz,339.9388020833333,2569,453.4345566182639,194.5362930682279,1,10,106,72
First Light,Jazz,207.5,1291,373.3012048192771,201.5370196813509,1,15,92,67
Flamingo,Jazz,308.609375,3709,721.1057667966179,209.17283120376092,1,20,102,76
Flat On Your Back,Jazz,309.9895833333333,3194,618.2143217177997,202.8581103962068,1,21,105,63
Flight to Jordan,Jazz,198.87890625,1609,485.4210123151258,201.03186646433963,1,29,107,59
Flip Side,Jazz,221.8098958333333,1499,405.4823598473731,202.10526315789417,1,27,94,62
Flora,Jazz,286.4296875,2354,493.10531053105314,199.54009257876672,1,14,98,59
Fly Me to the Moon (In Other Words),Jazz,256.71875,2485,580.7912355447353,221.04505739249564,1,15,94,69
Flying Toward the Sound (Reprise),Jazz,372.5,4166,671.0335570469799,203.1332655137365,1,17,108,82
Flying Toward the Sound,Jazz,359.21875,3652,609.9904306220095,216.0771704180096,1,12,104,80
Foolish Heart,Jazz,128.00390625,1198,561.5453629955141,193.99188092016269,1,11,95,59
"Footprints - Live At Maybeck Recital Hall, Berkeley, CA  August 27, 1995",Jazz,304.8489583333333,2813,553.6512275546291,203.30906684315076,1,23,97,70
For All We Know,Jazz,287.3125,1393,290.9027626713074,149.23985521051634,1,8,97,58
For Coltrane,Jazz,309.9895833333333,1519,294.009879364226,199.12787271655824,1,11,107,62
For Every Man There's A Woman,Jazz,153.53385416666666,853,333.3466763912682,165.6064690026946,1,18,91,49
For Liz,Jazz,315.15885416666663,2323,442.25316267424665,200.17605030008704,1,11,92,70
For Nenette,Jazz,249.48828125,1552,373.2439837792982,168.76177188698773,1,25,100,61
For Pops,Jazz,278.86979166666663,2195,472.263414451936,195.29021558872336,1,17,104,67
"For Sentimental Reasons - Live At Maybeck Recital Hall, Berkeley, CA  September 20, 1994",Jazz,282.5,3189,677.3097345132744,205.39296735113615,1,22,107,73
"For Woff  One To One - Live At Maybeck Recital Hall, Berkeley, CA  September 29, 1991",Jazz,372.9596354166666,2379,382.72238184846026,189.9646643109476,1,16,100,66
"For You, For Me, For Evermore (Dave McKenna Piano Solo)",Jazz,196.68619791666663,1896,578.3832378934825,187.11986764927096,1,14,92,71
For You,Jazz,124.34895833333331,1367,659.5953926701571,199.7226074895974,1,25,93,69
Foreign Service,Jazz,306.75,2207,431.6870415647922,176.86230609307424,1,22,103,73
Fourth Autumn,Jazz,310.95963541666663,1540,297.1446756302944,162.2535211267606,1,12,101,63
Free Spirit - Free Style,Jazz,273.1028645833333,1435,315.26582531955773,188.8524590163947,1,24,98,60
Frere Jacques,Jazz,179.50911458333331,1072,358.3104966524739,157.2696245733786,1,26,95,63
Friendly Persuasion (Thee I Love),Jazz,168.33984375,861,306.8792203271841,161.38759172781934,1,17,90,61
Froggie Moore -  Frog-I-More Rag,Jazz,312.5,2440,468.48,212.2279792746096,1,16,98,64
From This Moment On,Jazz,369.109375,4051,658.5040003386531,208.81322718922664,1,27,102,76
Full Moon and Empty Arms,Jazz,226.3294270833333,1763,467.3718365444912,206.04543015560583,1,19,96,66
Games,Jazz,213.90885416666663,1557,436.72806515625575,203.4976152623212,1,25,100,68
Gangsterism On Irons,Jazz,211.4192708333333,965,273.86339841103654,207.5675675675684,1,21,109,70
"Gay Divorce -  After You, Who",Jazz,151.58984375,949,375.6188316540831,159.70141295654415,1,28,94,51
Gee Baby Ain't Good to You,Jazz,327.40885416666663,2143,392.7199840922649,176.2478485370059,1,27,107,67
Gentle Shifts South,Jazz,209.69921875,896,256.36719259355846,105.6557627636809,1,22,106,60
Georgia on My Mind,Jazz,301.65104166666663,1937,385.2796242899322,178.8646288209645,1,14,91,60
"Get Out Of Town - Live At Maybeck Recital Hall, Berkeley, CA  July 19, 1992",Jazz,337.70963541666663,4070,723.1064038155313,215.0200907323392,1,23,101,75
Get Out Of Town,Jazz,263.3203125,2333,531.5959056519804,216.99529090080276,1,16,100,70
Getting To Know You,Jazz,330.58984375,2699,489.85170918457777,220.3796144074048,1,24,99,69
Giant Steps,Jazz,269.95963541666663,3071,682.5464840905037,214.75752613679316,1,22,106,75
Girl from the North Country,Jazz,340.96484375,1874,329.7700688533229,180.3336766220389,1,10,92,60
Give me the Simple Life,Jazz,311.5559895833333,1691,325.6557517500784,179.96804544647492,1,15,107,70
Gladiolus Rag - Instrumental,Jazz,233.00390625,2485,639.9034350953076,199.25549915397596,1,16,97,67
Glass enclosure,Jazz,269.5794270833333,2273,505.8991388012771,202.4435146443456,1,34,100,79
Go Down Moses,Jazz,293.44921875,2459,502.7786430254383,211.95952161913505,1,17,103,65
Go Round  Happy Birthday,Jazz,186.5989583333333,800,257.2361626706116,186.8205208170898,1,10,94,57
God Bless America,Jazz,179.45963541666666,974,325.6442590241248,194.30740037950665,1,12,100,54
"God rest ye Merry, Gentlemen",Jazz,235.88671875,2040,518.8931392518257,206.6367713004507,1,19,98,64
Goin' Home Blues,Jazz,128.44921875,1566,731.4953015235836,191.82872435325604,1,20,87,69
Going Home,Jazz,280.3294270833333,1986,425.0713214084992,204.75449900022284,1,18,101,65
"Gone Again - Live At Maybeck Recital Hall, Berkeley, CA  March 12, 1990",Jazz,276.4192708333333,1501,325.8094116538697,180.9316437622701,1,18,102,70
"Gone With The Wind - Live At Maybeck Recital Hall, Berkeley, CA  October 30, 1994",Jazz,310.70963541666663,3190,616.0092194866422,213.5530381050468,1,19,102,74
Gone With The Wind,Jazz,148.27473958333331,1680,679.8190998902306,204.10453270337928,1,21,93,74
Good Bait,Jazz,196.25,2062,630.420382165605,223.14769975787004,1,30,92,65
Good Citizen,Jazz,287.58984375,3431,715.8110916425574,211.0212181346365,1,19,99,66
Good Morning Heartache,Jazz,262.06901041666663,1903,435.6867674604634,195.2107023411371,1,28,99,70
Goodbye  Flamingo,Jazz,348.3997395833333,3544,610.333406834074,202.03530633437356,1,21,107,78
"Goodbye - Live At Maybeck Recital Hall, Berkeley, CA  November 14-16, 1994",Jazz,193.1692708333333,1223,379.8740849589496,153.936182467458,1,19,104,64
Goodnight Irene,Jazz,219.3489583333333,1312,358.88020895167995,161.68421052631447,1,19,101,53
Gotta Travel On - Live,Jazz,307.4296875,3771,735.9731645955629,216.0444170265247,1,19,100,70
Gottschalk Sampler - Bamboula - Pasquinade,Jazz,182.31901041666663,2322,764.155091022061,184.29367233252432,1,18,101,62
Green-up Time,Jazz,138.37890625,1991,863.2818630910375,209.86483839373116,1,31,91,65
Greensleeves - Live,Jazz,148.15885416666666,1184,479.4853496915263,190.23853211009197,1,32,95,52
Grunion Run,Jazz,178.609375,1417,476.0108476948648,213.10910237544607,1,14,101,81
Grusin Likes Gershwin,Jazz,187.8997395833333,966,308.46237535254704,168.1194029850748,1,24,90,43
Guajira,Jazz,242.5,2057,508.9484536082474,195.3497472688709,1,41,96,57
Guilty,Jazz,197.19921875,1729,526.0669928490779,196.8083867210241,1,12,86,61
Gulf Coast Blues,Jazz,227.5,3358,885.6263736263736,198.1765009461558,1,19,93,76
Gypsy In My Soul,Jazz,178.48958333333331,2526,849.1251823752555,215.02262443439065,1,23,84,68
Habiba,Jazz,325.2630208333333,2241,413.388523710779,203.33149476006128,1,10,101,68
"Hallucinations - Live At Maybeck Recital Hall, Berkeley, CA  October 30, 1994",Jazz,267.25,3776,847.7455565949485,217.3584905660379,1,20,107,75
Hallucinations,Jazz,203.83203125,2232,657.0115559303196,204.7300068352687,1,18,104,55
Hank,Jazz,283.9296875,1452,306.8365297306221,183.6845507433752,1,12,102,75
Happiness Is A Thing Called Joe,Jazz,251.82291666666663,1745,415.76835573940025,154.73472128945616,1,12,93,52
Happiness Is the Thing,Jazz,218.32421875,1758,483.1346728453597,208.96325254104897,1,25,105,58
Happy Feet,Jazz,154.87890625,2298,890.2438901359428,217.57841483979587,1,18,95,67
Happy Talk,Jazz,216.27994791666663,2118,587.5718078541628,219.1877058177835,1,24,102,64
Harvest Time - TK 3 Alternate,Jazz,319.25,1698,319.1229444009397,195.3671227596834,1,10,99,66
Harvest Time,Jazz,286.4778645833333,1444,302.43174329023026,199.48051948051668,1,22,104,71
Have A Heart,Jazz,237.6497395833333,1492,376.6888200969784,164.63676061929277,1,17,95,64
Have You Met Miss Jones sequence - 2,Jazz,166.56901041666666,2553,919.6188391635724,222.2805842154633,1,19,87,65
Have You Met Miss Jones-Sequence - 1,Jazz,170.93619791666666,2302,808.0207801704767,231.1972318339108,1,9,87,60
Have You Met Miss Jones,Jazz,180.50390625,2108,700.7050574563397,213.873417721519,1,28,101,70
Haven's Paradise,Jazz,245.40494791666663,1949,476.5185094789119,197.7258099120372,1,28,104,60
"Heart Shaped Box - Live At Maybeck Recital Hall, Berkeley, CA  November 14-16, 1994",Jazz,222.5,1491,402.0674157303371,188.87591603527576,1,25,100,67
Heart to Heart,Jazz,278.2734375,1661,358.1369493809484,198.7736866430431,1,12,92,63
"Heartsong - Live At Maybeck Recital Hall, Berkeley, CA  October 24, 1993",Jazz,344.4388020833333,3628,631.984546117817,221.75168431183545,1,15,97,74
Heat Wave,Jazz,195.72916666666663,2385,731.1122937732837,204.90507952796415,1,17,94,64
Helen Mother's Song,Jazz,356.88932291666663,2964,498.3057451722239,207.37430167597557,1,19,102,66
"Helen's Song - Live At Maybeck Recital Hall, Berkeley, CA  January 9, 1994",Jazz,359.31901041666663,3349,559.2245168631346,217.153628652216,1,18,103,68
Helen's Song,Jazz,370.4192708333333,3121,505.5352535485549,205.22755741127352,1,13,102,67
Heliotrope Bouquet,Jazz,323.38932291666663,3051,566.0669262329736,239.1902413703613,1,19,90,68
Hello Young Lovers,Jazz,292.47916666666663,2218,455.0067668637368,194.02105263157856,1,8,88,63
Here Is Something for You,Jazz,215.1341145833333,1021,284.75260708254905,171.35902636917086,1,28,91,57
Here There And Everywhere,Jazz,229.21875,1601,419.0756646216769,188.6806187443105,1,15,97,51
Here's One,Jazz,262.5,2073,473.8285714285714,208.1535855448912,1,23,98,61
Here's That Rainy Day - Live,Jazz,358.7591145833333,3587,599.9011349159973,205.25612472159992,1,14,105,82
"Here, There and Everywhere",Jazz,267.859375,1170,262.0778160181999,172.17824522557413,1,17,98,53
"Heroes - Live At Maybeck Recital Hall, Berkeley, CA  August 1990",Jazz,327.5,3128,573.0687022900763,213.2136848009004,1,22,103,68
Hick's Time,Jazz,262.5,3961,905.3714285714286,212.7704485488117,1,17,100,77
High On A Windy Hill,Jazz,178.96223958333331,1328,445.23358774182753,201.25409452503487,1,14,89,63
High Tea for Stephany,Jazz,300.49479166666663,3071,613.1886645289887,188.82827506722748,1,17,105,82
"His eyes, her eyes (from 'The Thomas Crown Affair')",Jazz,330.46484375,3034,550.8604120616083,196.16099071207265,1,17,103,78
Hobbits,Jazz,242.4192708333333,2060,509.8604561226354,209.9125364431488,1,29,101,59
Hogtown Blues - Live,Jazz,320.8489583333333,4896,915.5709949190788,212.70667226185253,1,17,103,78
"Holy, Holy, Holy",Jazz,251.52994791666663,2726,650.2605409602693,160.69747166521353,1,12,103,75
Home Grown,Jazz,327.0794270833333,4289,786.7813707966258,219.3473316760997,1,14,103,62
Homecoming,Jazz,289.11979166666663,1566,324.9863990920719,169.45070098827765,1,23,103,58
Homesick-That's All,Jazz,143.89713541666666,891,371.5153873299974,196.7936925098556,1,20,80,39
Honey Lulu,Jazz,368.1263020833333,3424,558.0693333710619,213.15208156329865,1,16,100,60
Honeysuckle Rose (Live),Jazz,282.5,1965,417.34513274336285,177.08629323395886,1,8,102,65
Honeysuckle Rose - Instrumental,Jazz,286.04947916666663,2970,622.9691468732647,194.1027801179471,1,9,93,75
Honeysuckle Rose - Remastered,Jazz,187.7395833333333,2572,821.9896798535206,205.19519073771696,1,28,101,68
Hospitality Creek,Jazz,284.26953125,4109,867.2755005290422,228.55142231946743,1,11,107,62
Hot House,Jazz,187.44921875,1996,638.8930335299144,223.7194875252868,1,33,98,71
How Come You Do Me Like You Do - Instrumental,Jazz,305.5755208333333,2799,549.585907738983,189.4524387964861,1,16,94,68
How Deep Is the Ocean,Jazz,219.26953125,1821,498.2908449575117,176.2944069958104,1,21,106,69
How do you keep the music playing (from 'Best Friends'),Jazz,230.03385416666663,1537,400.8975128208031,190.44035912783536,1,17,94,61
