Title,Genre,Length (s),Note Count,Avg Notes/Min,BPM,Tempo Changes Count,Min Velocity,Max Velocity,Unique Pitches Count
Things Aint What They Used To Be,Jazz,311.45500000000004,2300,443.0816650880544,193.147177173516,1,14,113,81
Third Man Theme,Jazz,159.49583333333334,345,129.78395464876303,120.0,1,48,71,20
This Love (Album Version),Jazz,267.60416666666663,1379,309.1880108991826,100.94194961664842,1,75,104,31
Three Pieces Je te veux,Jazz,322.375,2061,383.59053896859245,177.24836212031005,1,2,127,52
Time After Time,Jazz,283.1484375,2450,519.1623209999173,202.26494601000945,1,1,127,74
Time Out Everybodys Jumpin,Jazz,262.57406175,2555,583.8352767150276,172.26246734443455,1,33,102,41
Time Remembered 2,Jazz,148.788658,794,320.1856958747487,158.07057996293366,1,1,108,58
Tonti,Jazz,266.53848375,1241,279.359284079367,178.6330786390901,1,23,127,25
Try A Little Tenderness,Jazz,228.7842815625,2124,557.0312747433462,192.499839583466,1,5,127,68
Turn Out The Stars,Jazz,301.6666666666667,2255,448.50828729281767,199.56691208315632,1,1,115,66
Twilight ZoneTwilight Tone (LP Version),Jazz,231.75559,1409,364.7808451998935,247.3493935315936,1,49,127,48
Unknown 2,Jazz,223.6587117,673,180.54293388832036,63.18587230090076,1,34,38,35
Until A Tear Becomes A Rose,Jazz,222.6481193125,627,168.96617009909735,151.674451382022,1,28,124,54
Up With The Lark,Jazz,299.55,2773,555.4331497245868,180.09379885356992,1,1,115,64
Upside Down,Jazz,169.87123859375,437,154.35220356934926,177.18866002290144,1,27,117,19
Variation On Forever,Jazz,285.775,956,200.71734756364276,179.22987164527365,1,1,127,50
Very Early (solo),Jazz,156.5545,709,271.7264594757736,161.71295949689508,1,1,95,77
Virtual Insanity,Jazz,239.22083333333333,1255,314.7719157682058,190.0990099009902,1,32,127,37
Wade In The Water,Jazz,195.230792265625,2000,614.6571378798263,200.9318357971202,1,13,127,44
Waiting For Spring,Jazz,259.25668265,1303,301.55442552485346,150.82288231423857,1,60,76,36
Wake Me Gently (Album Version),Jazz,134.01609975,369,165.20403176410153,133.1339652204157,1,19,97,27
Warm Valley,Jazz,289.50060335625005,1370,283.9372320714902,141.68859576635526,1,1,95,72
We Fall Down,Jazz,245.82611973333331,1116,272.38765381252693,164.3301540027093,1,15,97,42
We Will Meet Again,Jazz,180.39462105625,1087,361.5407134543293,183.96701866609197,1,1,127,58
Were All Alone,Jazz,243.809536,1176,289.4062355296882,159.80487005853678,1,2,127,39
Weve Only Just Begun,Folk,240.99320179687504,992,246.97792118703572,153.78158793528974,1,17,112,45
What A Difference A Day Makes - Original,Jazz,152.45867160677082,125,49.19365963875366,44.76312897001583,1,1,1,16
What Is There To Say,Jazz,201.12447916666667,1475,440.0259996529927,171.08019384086563,1,1,105,64
What Is This Thing,Jazz,277.93333333333334,1947,420.3166226912929,171.48861646234744,1,1,110,67
Whatd I Say (Part I),Jazz,212.40073656666667,1408,397.73873370483386,166.94649672999057,1,73,120,30
When I Fall In Love,Electronic,254.3768114166667,1212,285.87511414664823,132.17411130464515,1,1,108,75
When The Saints Go Marching In,Jazz,103.263003,829,481.682679710564,188.19075847661367,1,38,119,47
Whisper Not,Jazz,246.26225373750003,2008,489.2345382675823,186.8664970269233,1,1,109,59
Who Can I Turn To,Jazz,311.71915373333337,1873,360.51682629723103,169.51144163198657,1,1,95,61
Yesterday,Ambient,294.67331046875006,971,197.71047438033395,163.07540323252232,1,9,126,57
Yesterdays,Jazz,314.42047065,2041,389.478457769747,176.49232534154064,1,1,122,72
You Are So Beautiful,Jazz,160.70145755833332,893,333.4132795936272,144.8362055821024,1,22,121,43
You Do Something To Me,Jazz,271.906828575,3387,747.3883648491963,214.9131369853839,1,1,127,74
You Stepped Out Of,Jazz,258.12311850000003,2998,696.8767503093683,177.69248538479349,1,4,108,69
You Took Advantage,Jazz,229.15243791666668,1578,413.1747445533668,175.25657136076296,1,1,95,69
Youll Never Find Another Love Like Mine,Jazz,235.67447916666663,1061,270.1183438491033,120.50997057861989,1,51,117,41
Youve Changed,Jazz,282.636081,2465,523.2877539085323,201.562290197657,1,1,118,75
Zingaro,Jazz,317.82,2490,470.0774023031905,176.34709587123857,1,1,108,66
