Title,Tags,Length (s),Note Count,Avg Notes/Min,BPM,Tempo Changes Count,Min Velocity,Max Velocity,Unique Pitches Count
9-EpR2tCpog,"jazz, pop, modern, acoustic, ballad, relaxing, peaceful, solo",217.97083333333333,1258,346.28486227132834,180.9012289485648,1,38,97,60
90QLvaWjMwc,"ballad, jazz, standard, solo",184.0,966,315.0,148.0719794344484,1,16,100,56
91T0mD0xVGA,"jazz, live, concert",358.06875,4057,679.8135832853328,217.56373937676943,1,19,108,78
9bO9fRO6U1k,"gospel, jazz, CCM, instrumental, cover, emotional, spiritual",240.48854166666663,1422,354.7778177234709,141.55009451795718,1,12,85,46
9bskIy8ZPW8,"jazz, swing, stride",285.0854166666667,2107,443.4460432180414,208.47983453981524,1,15,97,56
9cfDrONba54,"jazz, classic",79.71483333333335,826,621.7161590586444,153.19008244222468,1,55,91,43
9CKAnPiw_1A,"jazz, relaxing, night",118.59895833333331,862,436.0915199156823,203.35392762577683,1,29,90,51
9CTCNGJguJE,"video game, creepy, cover, arrangement, piano, acoustic, new age, k-pop, jazz, soundtrack, emotional",137.31875,1469,641.8642756360657,265.58431016008063,1,22,103,50
9h2W0znzz9Y,"jazz, romantic, emotional, light jazz, soundtrack",178.359375,1218,409.7345597897504,172.9130585382757,1,55,99,48
9I8fGeDaQYQ,"jazz, calming, easy, ballad, old pop",205.77604166666663,819,238.80331063808248,158.93190921228285,1,19,75,36
9iZxKQn6jdE,"Latin, Jazz, Suite",165.86145833333333,1107,400.4546967536913,146.29603499364822,1,27,86,41
9lHVAByQPnw,"jazz, swing, advanced, Cole Porter, piano solo",280.84233333333333,1792,382.84826480338313,197.3278520041104,1,11,101,53
9WGHBanLZZM,"jazz, bebop, swing, stride",304.79270833333334,2276,448.0422144832041,211.45374449339025,1,19,101,62
9wU_WZTWSas,"jazz, piano trio, mode, film music, musical",169.07916666666665,1258,446.4180980310013,190.9281228192613,1,27,104,55
a-bxHUWGf70,"jazz, blues, bebop, Latin jazz, sophisticated, introspective, reflective, atmospheric, passionate, powerful, inspiring, melancholic, relaxing, improvisational, creative, innovative, experimental, dynamic, rhythmic, expressive, virtuosic, elegant, timeless, melodic, contemplative, cinematic, dramatic, evocative, sentimental, heartfelt, soulful",113.853125,882,464.80937611506056,234.2653787493643,1,64,106,48
a2Su0HEYIP8,"jazz, standard",76.66770833333334,439,343.5605494490564,176.7857142857143,1,26,91,44
A37wa2PL9Ps,"jazz, anime",187.22866666666667,3155,1011.0631206759648,203.2112393376795,1,29,108,78
a3VZWqMm4Co,"faithfulness, gospel, jazz",135.72175,510,225.4612838399151,154.47838787938824,1,22,90,44
a4QmdtetKMo,"jazz, Christmas, carol, creepy, acoustic, new age",100.9875,862,512.1425919049387,207.194244604318,1,42,100,61
A5Bmati05XI,"dark, sad, feminine, sensual, horrifying, twisted, modern noir, jazz, musical, new age, electronic, country",209.02029166666668,1472,422.54270767571006,179.8290775512895,1,17,95,73
a67fYBVhKsU,"jazz, solo, cool, standard",233.89256437083333,2287,586.6796166398844,194.67965232305096,1,21,104,56
A98oxt0sng4,"Jazz, Classic",87.21041666666666,733,504.2975561978931,176.68711656441707,1,51,89,49
A9nhc32hEAE,"jazz, ballad, acoustic, affection, longing, calm, relaxing, peaceful, nostalgia, sentimental, soundtrack, classic",292.2114583333333,1149,235.9250400145443,185.2515506547204,1,14,98,54
aaKh2Jruxzc,"Jazz, Swing, Piano",198.5,2050,619.647355163728,190.08250108553992,1,47,94,53
aAslyGexstM,"JAZZ, CLASSIC, CLASSIC JAZZ",143.9,806,336.0667129951355,164.46299143421896,1,51,89,43
aD-PSj11MJM,"jazz, bossa nova, solo, improvisation, pedagogy",158.17916666666667,974,369.4544688249084,221.8443427076526,1,30,96,40
adSMHTAqqmI,"jazz, bossa nova, solo piano, standard, emotional, relaxing, romantic",282.16658333333334,1870,397.6374476188564,180.54708880789568,1,20,88,53
aEANWALvS_I,"jazz, cover, emotional, classical",253.06041666666667,3452,818.460677209823,212.9390018484272,1,11,104,71
afO35M6ZthQ,"jazz, swing, bossa nova, improvisation, educational, relaxed, complex",202.98958333333331,2012,594.710319700313,209.04522613065592,1,22,94,56
aFt0GyWU0ik,"jazz, swing",150.98958333333334,1368,543.6136598827181,203.2723772858525,1,45,90,41
agIoJfSbQyM,"Christmas, cocktail jazz, perfect mood",320.01666666666665,1599,299.79688557887613,170.37219620409206,1,24,100,64
AgNUBainIPA,"jazz, soothing, instrumental",133.5,1287,578.4269662921348,211.21825342930984,1,39,102,63
ah2oFP8cgOA,"smooth jazz, romantic, soul",218.5,2097,575.8352402745995,198.90780597494293,1,28,104,56
AHPuSh0BglY,"Jazz, Piano, Bebop, Blues, Swing, Improvisation",82.63958333333333,587,426.1880152267628,160.26711185308818,1,57,95,39
AHrUx7ULzhU,"jazz, samba, Latin, ballad, acoustic, relaxing, peaceful, meditation, study, stress relief",114.83978733333332,1676,875.6547041324199,194.7028308483899,1,38,98,59
AJk3OQ7Gg2Y,"Jazz, Bebop, Blues, Swing, Relaxing, Healing",189.72291666666663,661,209.0416945765206,165.0859822824399,1,33,97,48
AJmaI_2XMwU,"jazz, musical, emotional, theatrical, cinematic",270.93854166666665,4423,979.4841234751116,184.49162011173183,1,27,104,56
Akn2cF6x-MQ,"jazz, swing, advanced, instrumental, solo",268.8934375,2164,482.8678647094167,197.1095166938541,1,28,94,55
AM0J302L3Ks,"jazz, musical, energetic, theatrical",144.84895833333334,1131,468.4880083420229,188.68374032162143,1,37,95,42
aNDtrH2Wr3I,"jazz, nostalgic, solo, live performance",349.96458333333334,2844,487.5921968294411,206.7273182539016,1,16,106,76
ANNKjs-XNwY,"jazz, cocktail, festive, cheerful, lively",221.075,1958,531.4033698970937,210.41774110366617,1,30,98,67
anpJYz7YO0s,"cinematic, adventure, Japanese, New Age, meditation, jazz, emotional, inspiring, soothing",292.50002551458334,2570,527.17944119397,203.008700883836,1,24,104,68
ap_bBpfGxVo,"jazz, classic jazz, sheet music",216.78854166666667,1197,331.2905721300999,186.12244897959192,1,15,99,59
arAO_bZ097g,"jazz, carol, hymn, Christmas, creepy, ragtime, Bossanova, New Age",151.23020833333334,777,308.2717435477094,107.51283247783482,1,36,95,54
ArgzAvUWRTU,"jazz, standard, romantic, soothing",182.75104166666665,1863,611.6517803706089,205.94413407821125,1,23,102,67
aSSVxebBJgU,"jazz, anime, difficult",166.33958333333334,2729,984.3718297158172,222.93178519593664,1,35,110,75
AtxRk7kzU0Q,"Crazy, Blues, Jazz, Improvisation, Be Bop, Hard Bop, Swing, Cool Jazz, Walking Bass, Jazz Blues, Jazz Improvisation",164.0,2256,825.3658536585366,221.1802748585288,1,17,106,73
AUdoevy11GM,"jazz, samba, Latin jazz, groove, Christmas, advanced",159.878125,2522,946.4709446648814,220.04114017043827,1,14,108,75
aUw1QKmyi84,"relaxing, jazz, bossa nova",309.60625,1598,309.68367079152955,199.67999999999927,1,28,92,54
Aw-qc8LHKcA,"ballad, jazz, piano, sheet music",150.40929109791668,915,365.0040472849514,162.66482700780125,1,25,93,53
AWQnT-IDlv8,"Jazz, Swing, Solo, Stride",181.86979166666663,2201,726.1238867092414,203.81538461538904,1,22,89,52
B-ACF_0vzJ4,"jazz, Latin, Bossa Nova, Montuno, romantic, passionate, standard jazz, acoustic, ballad, relaxing, peaceful, comfortable",162.19802083333337,1209,447.2311044691384,213.40507635045483,1,31,96,66
b1oAFfC0P8w,"jazz, intermediate, advanced, arrangement, fun, easy",104.63020833333331,984,564.2729852157897,201.54696132596783,1,26,93,62
b2LtpiAaSrI,"drama, waltz, jazz, kpop, pop, ccm",164.37708333333333,1021,372.67968720295056,139.1304347826085,1,27,98,49
B37qSb8aumk,"jazz, swing, advanced, solo",233.96666666666667,1834,470.32340789286224,201.696969696969,1,15,95,56
b6Kej03T-vs,"Jazz, Stride, Swing, Classic Jazz, Early Jazz, Solo Piano, Syncopation",195.25,3265,1003.3290653008962,229.4820717131457,1,50,89,73
B8tpuMPsL8Q,"jazz, waltz",259.1895833333333,2412,558.3557723995467,227.0137121274321,1,20,92,62
bA2TD9twz8A,"Israeli, Bossa Nova, Jazz, Ballad",359.5,3419,570.6258692628651,209.26944226237373,1,11,96,62
bAMOynrQWt8,"Christian, reflective, jazz, warm",194.2625,1338,413.2552602792613,198.75192717127905,1,9,85,59
BB8LyY8gez4,"jazz, bossa nova, ballad, latin, relaxing, peaceful, acoustic, standard jazz, meditation",361.890625,1915,317.4992444194983,161.50218785844717,1,15,103,62
Bd7aIuXps1g,"acoustic, ballad, ccm, hymn, christian, jazz, classic, peaceful, relaxing, worship, meditation, study, rest, stress relief, refreshing, deep sleep, relaxation, solo",209.37916666666663,1133,324.67413583809275,192.89302325581212,1,17,94,60
BDUNfRCWsu0,"newage, jazz",247.084375,1936,470.12280723942985,221.48683290608463,1,8,95,54
be2v230F3Mk,"jazz, stride, ragtime, Christmas, carol, acoustic, ballad, standard, peaceful, relaxing, meditation, study, stress relief, deep sleep, relaxation",169.15,2502,887.4963050546852,207.86240786241115,1,43,99,63
BE9y4bgyPqs,"jazz, swing, advanced, solo",230.12916666666663,2402,626.256993355181,191.79810725552247,1,24,95,50
BgJZCe8nMss,"romantic, jazz, solo, standard, arrangement, tutorial, visualizer",262.8177083333333,1299,296.55535958462974,194.1027801179453,1,26,89,50
bhXE0bhcDIY,"jazz, waltz, festive, joyful, celebratory",277.1791666666667,1624,351.5415720878493,193.3384972889235,1,22,104,68
bIx4Dwk_part_12,"spring, sweet, happy, relaxing, study, work, acoustic, jazz",130.62,1269,582.9122645842903,188.27332913363364,1,15,86,36
bjrGSToJpDU,"Ragtime, Jazz, Blues",234.38125,2829,724.20468787499,165.7146866886549,1,26,97,61
bKBrtGY5cKA,"jazz, original, instrumental",184.0,3012,982.1739130434784,210.62162632770128,1,31,102,62
BklWzIFzTGA,"romantic, jazz, solo, cover, standard, valentine's day, stride, bass lines",197.6005625,1938,588.4598633164316,182.56301355752237,1,36,90,59
bKmJ8eZTeMA,"jazz, ballad, acoustic, waltz, relaxing, peaceful, meditation, study, stress relief, classic",163.43020833333333,1636,600.6233547704487,195.6731628821745,1,38,106,64
bKSO4gcSghI,"jazz, autumn, solo, tutorial, standards",192.94178312291663,976,303.5112408113976,167.1275757443139,1,29,92,53
bMBcDl9Z2GY,"worship, acoustic, ballad, Christian, jazz, classic, peaceful, relaxing, meditation, study, rest, stress relief, refreshing, deep sleep, relaxation",182.72708333333333,1004,329.67198349086186,193.1625523986955,1,32,93,52
bmFqzRZrbjc,"Jazz, Swing Jazz",163.0,1205,443.5582822085889,131.5068493150685,1,37,103,56
BMhCkB78ZBs,"hard bop, jazz piano",316.91737500000005,2611,494.3244276209216,208.84352895839237,1,28,106,74
bNl8jDM9Ong,"calming, jazz, ballad, intermediate, E major, soundtrack, instrumental",330.7520833333333,1192,216.2344656433255,168.34414101744514,1,16,80,43
bnNS8uaHe_c,"classical, ragtime, jazz, blues, tango, doo-wop, polka",64.0,850,796.875,230.80242474057383,1,35,86,57
BO5HFInQzwk,"jazz, kpop, pop, new age, acoustic, game, ost, bgm",104.53541666666666,1282,735.8271718117862,179.64652882060818,1,45,100,40
Bq97ljHHO0c,"Jazz, Blues, Bebop, Improvisation, Solo, Standards",229.04895833333333,1983,519.4522641174785,214.59779847586807,1,34,94,51
bQzFbfpEOYk,"jazz, waltz",277.85,1743,376.3901385639734,203.53356890459105,1,23,99,51
BRFdaIhTBAc,"jazz, swing, improvisation",176.62291666666667,1658,563.2338196959153,204.9011857707512,1,29,109,67
BrXnzBgCoAk,"jazz, ballad, emotional, soothing",94.96875,445,281.1451135241856,158.8819418904013,1,11,88,42
bSqrV7AgmoA,"jazz, classic",153.009375,787,308.60854114331227,137.0242214532873,1,49,94,41
buroWB9ETRw,"jazz, sweet, transcription",254.0,2825,667.3228346456693,208.89096864763627,1,22,96,66
bvDHPFkF1hg,"jazz, solo, standard, emotional, sophisticated",229.13229166666667,1832,479.7228675210372,187.23404255319176,1,30,85,56
bvLcgCiJGTQ,"jazz, stride, swing, standard",193.8895833333333,2622,811.3896440198997,208.66415094339783,1,38,106,67
BWAQ3B3yIt4,"jazz, bossa nova, romantic, soothing, medium tempo",304.634375,2024,398.6418144702153,202.28843321626812,1,15,92,44
BXUCmVHMe2Q,"Bossa Nova, Jazz, Christmas, Ballad, Samba",153.70416666666665,1595,622.6246306487029,160.41258380608568,1,41,99,56
By8xfHJfOkA,"jazz, classic, arrangement",290.7895833333333,2535,523.0586262976523,201.37904243954537,1,27,98,75
BZMVbw0s-kU,"jazz, solo, elegant",228.5,2651,696.1050328227572,206.3428511221165,1,17,101,76
bzoAyERgxA0,"jazz, Christmas, carol",81.109375,854,631.7395492198035,206.4516129032268,1,32,95,55
b_nMUSO62Bw,"jazz, blues, emotional",190.71875,2304,724.8369654268392,207.94223826714847,1,40,105,71
C0jrUxvp4Bo,"calming, jazz, easy-listening, soothing, romantic",167.05,775,278.3597725231966,185.4816450455424,1,18,81,40
c3q2B5uJM3o,"ambient, jazz, improvisational, film, therapeutic, happy, peaceful, conversational, instrumental, free jazz",242.20104166666667,1160,287.3645774644859,195.1239542164981,1,24,107,68
c4qcrfPkRhk,"jazz, funk, easy, solo",128.19479166666667,635,297.20396206944184,159.7423510466991,1,32,86,43
c8RonOl64a8,"gospel, jazz, blues, improvisation, solo, standards",182.2125,729,240.0493928791932,169.5613776861947,1,34,100,43
C9ffpYxTvnI,"jazz, pop, Bossa Nova, relaxing, beautiful, smooth, lounge, improvisation, classical, 70s, 80s",244.025,1923,472.82040774510807,204.19235511713785,1,19,87,63
cAhquh2Aoow,"emotional, religious, meditative, jazz, easy-listening, reharmonized",246.084375,954,232.60314678654424,156.94822888283406,1,30,89,49
cAtx8KnDsss,"new age, easy listening, prelude, winter, smooth jazz, japanese pianist",257.7625,1371,319.13098297851707,191.74820942197124,1,14,106,46
CctHpcS1nIw,"jazz, instrumental, solo, neoclassical, ambient, fusion, relaxing, dreamy, ethereal, emotional",314.8802083333333,1220,232.46935838695276,98.55630413859478,1,26,90,43
CD8H2DUzK6E,"ragtime, russian, pre-jazz, syncopation, solo-piano",161.321875,2335,868.4501094473393,209.0333970869506,1,45,99,49
CFFIbJedlS4,"jazz, bebop, blues, swing, improvisation",267.7708333333333,1548,346.86376721388007,225.5701451278524,1,12,93,66
cHx-pUtF5dU,"blues, jazz, solo",78.56033333333333,1144,873.7233803318893,218.36180124223728,1,14,93,61
CiajUyuz7G8,"jazz, advanced, emotional, dreamy, inspirational",242.6395833333333,1996,493.57156962916537,207.53880266075348,1,30,104,73
CIHM4Ga3wvg,"relaxing, jazz, piano, standards, solo, improvisation, bebop, blues, pops, swing, gospel",232.084375,1090,281.7940673515828,182.1428571428571,1,20,90,40
CIQan4Ny5Kg,"jazz, ragtime, classic, early jazz, transitional, influential, New Orleans, big band, Hot Jazz, Dixieland",175.43333333333334,2800,957.628728861866,189.34574789438065,1,43,90,53
cJeCACXF8bk,"jazz, solo, standard, romantic",87.44375,532,365.0346651418769,192.27866473149467,1,15,88,42
cKjA__d0b4s,"Bossa Nova, jazz, improvisation, nursery, solo",260.4895833333333,1696,390.649018274883,213.10485833901325,1,44,88,70
CKLRTUHtE68,"classic, creepy, jazz, kpop, pop, acoustic, new age",138.56041666666667,1718,743.9354072381182,172.90085883431988,1,34,99,62
clqgkygabl4,"Brazilian, jazz, educational, tutorial",144.20315156041667,1445,601.2351260137015,197.19281984653983,1,26,106,59
CltFsNwc474,"jazz, harmony, cherry blossoms, seasonal, engaging, live performance",270.1479166666667,1578,350.474662800472,154.12058508740606,1,14,98,70
cLVf_IyULjU,"Christmas, Jazz, Soul, Gospel, R&B",244.58229166666663,1236,303.2108313919565,184.1160560609836,1,31,96,59
ClyRm2JfzoQ,"Bossa Nova, Jazz, Solo, Relaxing, Romantic",172.5,1711,595.1304347826087,216.3849154746404,1,32,96,61
CNW5rzQlkqg,"jazz, romantic, sophisticated, solo",201.75833333333333,2116,629.2676882408823,206.4886180319064,1,14,97,59
co3tP1K5jy0,"Christmas, Ragtime, Joyful, Festive, Jazz, Entertainment",173.34895833333334,2872,994.0642369978668,199.36314550740676,1,14,105,68
cOr5vXTwP0g,"ragtime, pre-jazz, syncopation, upbeat, lively, cheerful, historical",233.10625,3422,880.8000643483391,163.45776031434536,1,19,87,61
COVsANEp3nI,"jazz, funk, CCM, groovy, swing, tutorial, cover",273.8875,2233,489.1789512117202,186.52274479568325,1,37,89,47
coYUgUIwZ_w,"Jazz, Blues, Gospel, Solo, Improvisation, Relaxing, Healing",330.95104166666664,1452,263.2413530450438,128.3001172332943,1,18,94,48
CPT_r8vi8z0,"Jazz, Samba, Brazilian",136.8173125,1657,726.6624243916501,182.12992733632103,1,44,93,52
cqIhoMkj2oI,"ragtime, jazz, blues, tango, doo wop, polka, humor",64.0,886,830.625,229.50978024631723,1,41,86,51
cQwysEV6WME,"blues, jazz, instrumental, rock",313.68541666666664,3136,599.8366197557266,205.68367802411063,1,21,106,77
Cr9SfgjSs4k,"Japanese, anime, jazz, advanced piano arrangement, cover, emotional, thematic",275.1333333333333,2720,593.1669493578871,186.2119130364501,1,18,101,58
cRJ2-7NOoIE,"Bossa Nova, Jazz Samba, soothing, rhythmic",166.81857188333333,1210,435.203342052189,201.70903742572884,1,40,93,44
CS9c4dT4Sdg,"Christmas, jazz, festive, solo piano, holiday",244.9078125,1741,426.527838918981,180.99547511312545,1,28,87,56
csTSuEV5PFY,"jazz, tender, solo",205.2375,1299,379.7551617029052,204.7393364928853,1,34,98,56
cvA8PDrDO1U,"jazz, bossa nova, calming, easy-listening, old pop",160.653125,644,240.51819720282444,195.29101525711056,1,28,84,41
CVbhKFo8xgo,"jazz, Latin, Bossa Nova, Montuno, romantic, passionate, standard jazz, acoustic ballad, relaxing, peaceful, contemplative",142.02986473333334,1207,509.8927618918134,188.89134611910688,1,31,97,67
CVbtOyfC1v4,"jazz, samba, Brazilian, Latin, ballad, relaxing, peaceful, acoustic",78.42604166666666,1085,830.0814195964883,192.3756831522842,1,52,96,52
CvjZDFkFcF0,"ballad, jazz, standard, emotional",215.98958333333331,743,206.3988425367736,134.92972410202907,1,27,89,47
CVRa00v2-04,"jazz, advanced, difficult, movie, waltz",146.65208333333334,2301,941.4117881039308,207.6762037683164,1,41,110,73
CWeTS_0mimM,"holiday, jazz, classical, advanced, Christmas",256.64166666666665,2687,628.1910575705426,200.4111972165121,1,16,105,77
cWFwlYOCMHQ,"jazz, swing, piano",126.90520833333332,1589,751.2694021948797,214.52513966480493,1,57,103,60
CXdcveJ357Q,"jazz, swing, advanced, instrumental",191.884375,1296,405.2440434506457,203.69351669941352,1,22,91,50
CX_mhq0svkc,"creepy, jazz, kpop, pop, ost",123.00833333333333,754,367.7799607072692,182.16569267789615,1,19,94,29
cYqEIZYzdK0,"jazz, bebop, swing, stride",117.60770833333332,1139,581.0843606127008,207.48282983526332,1,13,92,74
CzGQZOtKkXc,"Latin, Jazz, Samba, Bossa Nova",188.12916666666663,2729,870.3594604770658,198.97481613550292,1,23,106,71
CZpxXQQrBA8,"romantic, bossa nova, jazz, pop, love, nostalgic",160.22916666666666,1338,501.0323755038357,217.46938775510176,1,44,90,51
D2H3vuN1XX4,"Bossa Nova, Jazz, Easy, Tutorial",110.98958333333331,698,377.3327076489911,163.01886792452808,1,14,96,49
D2MfGgXBXvg,"bossa nova, jazz, gentle, advanced",319.98854166666666,1954,366.38811936625336,183.40409108452363,1,17,95,54
D5eF0_k4g-I,"Jazz, Piano, Standards, Solo, Improvisation, Bebop, Swing, Jazz Blues",199.39925,770,231.6959567300278,147.6906847177502,1,26,97,52
d6LgF9YFk9U,"jazz, classic, cocktail, different, original",346.0875,2614,453.1801928703002,199.76218787158115,1,13,101,75
d8gs8iLoEUU,"jazz, solo, transcription",277.50447391875,2882,623.1250889693004,179.5644069670616,1,15,91,61
D9omvlHXJIs,"Christmas, hymns, carols, instrumental, jazz, medley, religious, festive, peaceful, reflective",316.84375,1714,324.57638820396494,176.92591227423503,1,25,87,53
dAILYZmevtA,"jazz, virtuosic, solo, advanced, standard",223.36145833333333,1578,423.886917225909,206.17791329709613,1,29,100,75
DCB74N86Iks,"romantic, jazz, piano, wedding, love, dreamy, nostalgic, sentimental, soothing, elegant",269.9479166666667,1054,234.26741269535017,188.6874863507323,1,23,106,61
DE8c3qJjd1c,"jazz, swing",183.16979166666667,1702,557.515510995604,193.59744338531175,1,53,110,56
dExLPV4woj4,"jazz, boogie woogie, swing, solo, energetic, lively",129.61979166666666,1446,669.3422268654318,218.07312942114237,1,19,95,54
dexr2Dq84pw,"jazz, solo, cover",135.06875,982,436.2222942020268,189.71195879992771,1,32,97,48
DfLXOS1KGWQ,"Christmas, festive, holiday, jazz, classical, winter, solo, arrangement, joyful, cheerful",183.4989583333333,1997,652.9737339562554,190.12224938875303,1,20,98,62
dg2CTwurRws,"cinematic, jazz",274.0,1804,395.036496350365,156.1037822326736,1,21,99,57
di0NlW43EEE,"jazz, cinematic, nostalgic",333.0125,2377,428.2722120040539,207.45904496340185,1,21,107,72
dMNQl-ZJ3Pk,"jazz, classic",85.54895833333333,443,310.6992828180745,161.7621145374448,1,47,93,48
dMPlntnv93o,"ballad, jazz, piano, rainy, melancholic",144.13645833333334,574,238.94024036828523,159.91671004685048,1,12,92,53
DnhFyFnhkF8,"jazz, healing, evergreen",267.978125,2396,536.46169813301,191.74243553435795,1,22,102,60
DNMO-MdmO6g,"Bossa Nova, Jazz, Free, Solo, Standards",194.0,1681,519.8969072164948,198.5180079269344,1,27,99,43
dnXAwBHo1Kg,"jazz, blues, improvisation, swing, ballad, bossa nova, funk, R&B, hip hop",258.175,1572,365.33359155611504,214.95622219032725,1,11,102,68
DNxIJAHFHNk,"jazz, ballad, classic, stride, ragtime, relaxing, peaceful, meditation, study, stress relief, deep sleep",304.546875,2657,523.4662151762351,208.81932582702848,1,20,102,74
doa93Xjy24c,"blues, emotional, solo, jazz, autumn",130.909375,1462,670.0818791625885,207.56756756756704,1,26,106,53
dOQz1h81l2s,"romantic, nostalgic, cinematic, jazzy, playful, vintage",146.93229166666666,1625,663.5709475027472,191.20331950207108,1,47,92,61
dp294HyceRU,"romantic, jazz, funky, improvisation",363.228875,2652,438.07089951205006,183.4862385321101,1,21,83,52
dpsRdKwiPps,"Jazz, Samba, Happy",149.01458333333332,1324,533.1021851888098,175.03865223649902,1,46,93,48
dQLRY1k90Sk,"ragtime, pre-jazz, syncopation, solo",210.4958333333333,3068,874.5066212712048,156.73615446980244,1,66,95,60
dqSpAbc4wZw,"jazz, classic",74.0,491,398.10810810810807,194.23836593120728,1,46,90,35
DTdmhqa3Wh8,"creepy, funk, punk, kpop, jazz, pop, acoustic, new age",155.86354166666666,1294,498.1280366773821,200.93569158040583,1,45,101,39
dtM3QC6KFWA,"jazz, movie, musical, ost",232.00833333333333,1572,406.53712151144,168.71123363197813,1,36,99,55
DvA_wDOVD10,"Bossa Nova, Jazz, Improvisation, Standards, Solo",107.46875,784,437.7086362314626,204.71728594507252,1,44,97,41
dVKbG_Tp7Q8,"jazz, gospel, R&B, acoustic, ballad, relaxing, peaceful, meditation, stress relief, deep sleep",168.875,1392,494.5669874167284,198.97301839230417,1,37,103,64
DWFzEn3CBOk,"jazz, stride, swing, early jazz, classic jazz, roaring twenties",207.75,3322,959.42238267148,179.79830318552806,1,32,89,69
Dx-OiMbrg3o,"jazz, tango",229.76979166666663,3491,911.6080859918668,195.2542372881397,1,30,111,78
DygsmSjg1Vg,"jazz, samba, punk, waltz, acoustic, New Age, creepy, beach, picnic, night, transformation",172.56979166666667,1544,536.8262840517423,196.2421000630297,1,31,98,58
Dzb-_iqm30Y,"relaxing, jazz, ballad, Christmas, solo, sleep",214.05416666666667,1042,292.07560391645416,194.8139797068769,1,21,85,54
e-tHAL0Q608,"jazz, gospel, hymn, reharmonization, solo, modern, emotional, spiritual",286.425,1354,283.63445928253464,167.67274398651722,1,23,87,61
E6FkLx_dsGs,"jazz, swing, piano",165.2308125,1649,598.7987258732386,196.6689201647108,1,46,99,54
e8CLqAIW8MM,jazz,245.82916666666665,2785,679.7403345819421,213.58313817330213,1,22,105,68
E8QV2pdL4yU,"jazz, swing, piano",188.459375,1388,441.89895037060376,179.3306235406032,1,51,97,55
E9B3g7Q9ui8,"jazz, movie",167.4,1332,477.4193548387097,206.79044004513264,1,36,95,49
ebhvzrIDbww,"Jazz, Bebop, Blues, Swing, Gospel, Improvisation, Solo, Standards",264.653125,1538,348.6828277580323,174.9196141479096,1,15,102,65
eeHNey4BYOA,"jazz, bebop, energetic, advanced, swing",193.75,2175,673.5483870967743,214.84315225707843,1,32,95,58
EEVOMrvHf14,"jazz, bebop, blues, swing, relaxing, healing, improvisation, solo, gospel",121.19375,704,348.5328245062142,135.8153387937454,1,38,85,48
EEXsbtvG4Lc,"jazz, blues, advanced, challenging, tutorial",76.47916666666667,634,497.39035685099424,171.7352415026834,1,23,89,43
EG1E1Mva1lY,"jazz, standards, theory, chords",109.76458333333332,501,273.8588266555317,119.30405965202954,1,36,88,38
egrG9PGUgXw,"Jazz, Bebop, Blues, Solo, Improvisation, Standards",175.00625,736,252.3338452198136,137.20819437827546,1,27,90,39
EIsuJzB8b4k,"jazz, advanced, emotional, sophisticated, smooth",228.78854166666667,2003,525.2885442798799,180.37578288100255,1,26,102,73
EjIH8jAzleA,"jazz, improvisation, standard, solo, instrumental, Beatles, re-harmonization",234.4989583333333,1401,358.4664110981304,205.8907635115803,1,27,111,42
Eksnrc8-rjg,"jazz, improvisation, cover, emotional, nostalgic",238.271875,2243,564.816976405629,214.74730737364916,1,23,111,81
EPFegHtBh3M,"jazz, bossa nova, advanced, happy",296.0229166666667,1859,376.7951524023337,192.6743602609148,1,23,100,72
eq3HmXqtU0g,"jazz, stride, swing, Harlem, early jazz, classic jazz, roaring twenties",183.1395833333333,1978,648.0303047538877,224.51533490614264,1,44,89,53
Erru1dY8Xw0,"pop, jazz, kpop, acoustic, new age, cafe, cover, emotional, romantic, soothing, relaxing, gentle, nostalgic, sentimental",125.38393750000002,1121,536.4323480429858,189.36999374047664,1,39,95,30
ETHOnmnvYkw,"jazz, ballad, comfortable, standard",185.996875,935,301.6179707320352,153.88967468175264,1,19,93,47
eTXBPtkqCz0,"worship, meditation, peaceful, relaxing, acoustic, ballad, CCM, hymn, Christian, jazz, classic, deephealing, study, stressrelief, refreshing, deepsleep, relaxation",172.50008333333332,1221,424.69544700703045,208.8208346241823,1,13,102,47
etYLj9jQXoI,"acoustic, ballad, christian, contemporary, hymn, jazz, peaceful, relaxing, worship",161.384375,619,230.13380322599383,119.06417363525313,1,26,88,46
eUHo09Jl9Ic,"Latin, jazz, lively, rhythmic",86.86458333333333,724,500.0887396570332,191.3112793941802,1,25,108,68
eVO-mWZIiWA,"jazz, romantic, upbeat",213.4625,2805,788.4288809509867,204.2263508722147,1,23,98,49
ewBeNC7D0TU,"traditional, jazz, Korean, arrangement, cover",275.9864583333333,2090,454.3701193068802,200.95619589094127,1,14,106,61
exd16pH2pMg,"Jazz, Bebop, Swing, Bossa Nova, Jazz Blues, Relaxing",107.98125,652,362.2851189442611,201.71206225680885,1,33,88,46
eYpJLP-fIgo,"jazz, hymn, reflective, advanced, religious, Easter, lilting, light",234.0,2042,523.5897435897436,180.64920809157724,1,19,97,63
eZA0tNTnufs,"jazz, samba, Brazilian, Latin, solo",191.66979166666667,2304,721.2404145584583,171.9209325899649,1,28,88,54
ezrFW4i9j1E,"jazz, Christmas, festive, winter, solo, stride",112.319896,1389,741.9878665129819,213.65401188220184,1,41,95,45
EZzCSc5Kyh0,"classical, jazz, emotional, arranged",75.87604166666667,453,358.2158399802309,168.15554387808726,1,48,97,48
